Position,D1_1,D12_1,N2_D6_1
7735,8.35E-01,9.22E-01,-1.61E-01
7736,8.36E-01,9.22E-01,-1.61E-01
7737,8.35E-01,9.22E-01,-1.60E-01
7738,8.35E-01,9.22E-01,-1.61E-01
7739,8.35E-01,9.20E-01,-1.61E-01
7740,8.35E-01,9.22E-01,-1.60E-01
7741,8.35E-01,9.22E-01,-1.60E-01
7742,8.35E-01,9.23E-01,-1.60E-01
7743,8.37E-01,9.22E-01,-1.61E-01
7744,8.37E-01,9.22E-01,-1.61E-01
7745,8.35E-01,9.22E-01,-1.61E-01
7746,8.35E-01,9.24E-01,-1.60E-01
7747,8.35E-01,9.23E-01,-1.61E-01
7748,8.36E-01,9.23E-01,-1.61E-01
7749,8.35E-01,9.23E-01,-1.60E-01
7750,8.36E-01,9.23E-01,-1.60E-01
7751,8.35E-01,9.23E-01,-1.60E-01
7752,8.36E-01,9.24E-01,-1.60E-01
7753,8.36E-01,9.24E-01,-1.60E-01
7754,8.36E-01,9.23E-01,-1.60E-01
7755,8.37E-01,9.23E-01,-1.60E-01
7756,8.36E-01,9.23E-01,-1.60E-01
7757,8.36E-01,9.23E-01,-1.60E-01
7758,8.36E-01,9.24E-01,-1.59E-01
7759,8.35E-01,9.24E-01,-1.59E-01
7760,8.36E-01,9.24E-01,-1.60E-01
7761,8.37E-01,9.24E-01,-1.59E-01
7762,8.37E-01,9.24E-01,-1.60E-01
7763,8.37E-01,9.24E-01,-1.60E-01
7764,8.36E-01,9.23E-01,-1.60E-01
7765,8.37E-01,9.25E-01,-1.59E-01
7766,8.37E-01,9.25E-01,-1.59E-01
7767,8.36E-01,9.25E-01,-1.60E-01
7768,8.36E-01,9.25E-01,-1.59E-01
7769,8.37E-01,9.25E-01,-1.59E-01
7770,8.39E-01,9.24E-01,-1.57E-01
7771,8.36E-01,9.25E-01,-1.59E-01
7772,8.36E-01,9.25E-01,-1.59E-01
7773,8.36E-01,9.27E-01,-1.59E-01
7774,8.36E-01,9.27E-01,-1.59E-01
7775,8.37E-01,9.27E-01,-1.59E-01
7776,8.37E-01,9.25E-01,-1.57E-01
7777,8.37E-01,9.25E-01,-1.59E-01
7778,8.37E-01,9.27E-01,-1.59E-01
7779,8.37E-01,9.27E-01,-1.59E-01
7780,8.37E-01,9.28E-01,-1.59E-01
7781,8.37E-01,9.27E-01,-1.59E-01
7782,8.37E-01,9.28E-01,-1.57E-01
7783,8.37E-01,9.28E-01,-1.57E-01
7784,8.36E-01,9.28E-01,-1.59E-01
7785,8.37E-01,9.28E-01,-1.57E-01
7786,8.37E-01,9.28E-01,-1.57E-01
7787,8.36E-01,9.29E-01,-1.57E-01
7788,8.36E-01,9.29E-01,-1.59E-01
7789,8.36E-01,9.29E-01,-1.59E-01
7790,8.37E-01,9.29E-01,-1.57E-01
7791,8.36E-01,9.29E-01,-1.57E-01
7792,8.37E-01,9.29E-01,-1.57E-01
7793,8.37E-01,9.30E-01,-1.57E-01
7794,8.36E-01,9.30E-01,-1.57E-01
7795,8.37E-01,9.30E-01,-1.57E-01
7796,8.37E-01,9.29E-01,-1.57E-01
7797,8.37E-01,9.30E-01,-1.57E-01
7798,8.37E-01,9.30E-01,-1.56E-01
7799,8.36E-01,9.31E-01,-1.55E-01
7800,8.37E-01,9.31E-01,-1.56E-01
7801,8.37E-01,9.31E-01,-1.56E-01
7802,8.37E-01,9.33E-01,-1.56E-01
7803,8.37E-01,9.31E-01,-1.57E-01
7804,8.37E-01,9.33E-01,-1.56E-01
7805,8.37E-01,9.33E-01,-1.56E-01
7806,8.37E-01,9.33E-01,-1.56E-01
7807,8.37E-01,9.33E-01,-1.56E-01
7808,8.37E-01,9.33E-01,-1.56E-01
7809,8.37E-01,9.33E-01,-1.56E-01
7810,8.36E-01,9.34E-01,-1.56E-01
7811,8.37E-01,9.34E-01,-1.55E-01
7812,8.37E-01,9.34E-01,-1.56E-01
7813,8.37E-01,9.34E-01,-1.56E-01
7814,8.37E-01,9.34E-01,-1.56E-01
7815,8.37E-01,9.35E-01,-1.55E-01
7816,8.37E-01,9.34E-01,-1.55E-01
7817,8.37E-01,9.34E-01,-1.55E-01
7818,8.37E-01,9.34E-01,-1.55E-01
7819,8.37E-01,9.35E-01,-1.55E-01
7820,8.37E-01,9.36E-01,-1.55E-01
7821,8.37E-01,9.35E-01,-1.54E-01
7822,8.37E-01,9.35E-01,-1.55E-01
7823,8.39E-01,9.36E-01,-1.54E-01
7824,8.37E-01,9.35E-01,-1.55E-01
7825,8.39E-01,9.35E-01,-1.54E-01
7826,8.39E-01,9.38E-01,-1.55E-01
7827,8.37E-01,9.36E-01,-1.55E-01
7828,8.40E-01,9.36E-01,-1.54E-01
7829,8.37E-01,9.38E-01,-1.54E-01
7830,8.39E-01,9.36E-01,-1.55E-01
7831,8.37E-01,9.38E-01,-1.54E-01
7832,8.37E-01,9.38E-01,-1.54E-01
7833,8.37E-01,9.38E-01,-1.54E-01
7834,8.39E-01,9.38E-01,-1.55E-01
7835,8.39E-01,9.39E-01,-1.54E-01
7836,8.39E-01,9.38E-01,-1.54E-01
7837,8.39E-01,9.39E-01,-1.54E-01
7838,8.37E-01,9.39E-01,-1.54E-01
7839,8.39E-01,9.39E-01,-1.54E-01
7840,8.36E-01,9.40E-01,-1.54E-01
7841,8.40E-01,9.40E-01,-1.54E-01
7842,8.39E-01,9.39E-01,-1.53E-01
7843,8.37E-01,9.39E-01,-1.55E-01
7844,8.39E-01,9.40E-01,-1.51E-01
7845,8.37E-01,9.40E-01,-1.54E-01
7846,8.39E-01,9.42E-01,-1.53E-01
7847,8.39E-01,9.40E-01,-1.53E-01
7848,8.40E-01,9.40E-01,-1.53E-01
7849,8.39E-01,9.41E-01,-1.54E-01
7850,8.39E-01,9.40E-01,-1.51E-01
7851,8.39E-01,9.41E-01,-1.53E-01
7852,8.37E-01,9.42E-01,-1.53E-01
7853,8.37E-01,9.40E-01,-1.53E-01
7854,8.39E-01,9.41E-01,-1.53E-01
7855,8.37E-01,9.42E-01,-1.53E-01
7856,8.40E-01,9.42E-01,-1.53E-01
7857,8.39E-01,9.42E-01,-1.51E-01
7858,8.37E-01,9.41E-01,-1.53E-01
7859,8.39E-01,9.42E-01,-1.53E-01
7860,8.40E-01,9.42E-01,-1.53E-01
7861,8.40E-01,9.42E-01,-1.53E-01
7862,8.40E-01,9.44E-01,-1.53E-01
7863,8.40E-01,9.44E-01,-1.51E-01
7864,8.39E-01,9.42E-01,-1.51E-01
7865,8.39E-01,9.44E-01,-1.53E-01
7866,8.39E-01,9.45E-01,-1.51E-01
7867,8.41E-01,9.45E-01,-1.51E-01
7868,8.40E-01,9.45E-01,-1.53E-01
7869,8.40E-01,9.44E-01,-1.50E-01
7870,8.40E-01,9.45E-01,-1.51E-01
7871,8.40E-01,9.45E-01,-1.51E-01
7872,8.41E-01,9.44E-01,-1.51E-01
7873,8.41E-01,9.46E-01,-1.51E-01
7874,8.40E-01,9.45E-01,-1.51E-01
7875,8.40E-01,9.45E-01,-1.51E-01
7876,8.41E-01,9.45E-01,-1.51E-01
7877,8.41E-01,9.45E-01,-1.51E-01
7878,8.40E-01,9.46E-01,-1.51E-01
7879,8.41E-01,9.47E-01,-1.51E-01
7880,8.41E-01,9.46E-01,-1.50E-01
7881,8.41E-01,9.47E-01,-1.50E-01
7882,8.41E-01,9.47E-01,-1.50E-01
7883,8.41E-01,9.47E-01,-1.50E-01
7884,8.41E-01,9.46E-01,-1.50E-01
7885,8.41E-01,9.47E-01,-1.49E-01
7886,8.42E-01,9.47E-01,-1.50E-01
7887,8.41E-01,9.47E-01,-1.51E-01
7888,8.42E-01,9.47E-01,-1.49E-01
7889,8.42E-01,9.47E-01,-1.50E-01
7890,8.41E-01,9.47E-01,-1.49E-01
7891,8.41E-01,9.47E-01,-1.50E-01
7892,8.42E-01,9.47E-01,-1.49E-01
7893,8.41E-01,9.50E-01,-1.49E-01
7894,8.42E-01,9.50E-01,-1.50E-01
7895,8.42E-01,9.48E-01,-1.50E-01
7896,8.41E-01,9.48E-01,-1.49E-01
7897,8.42E-01,9.48E-01,-1.50E-01
7898,8.42E-01,9.50E-01,-1.50E-01
7899,8.41E-01,9.50E-01,-1.50E-01
7900,8.42E-01,9.51E-01,-1.49E-01
7901,8.42E-01,9.51E-01,-1.49E-01
7902,8.41E-01,9.51E-01,-1.49E-01
7903,8.42E-01,9.51E-01,-1.50E-01
7904,8.42E-01,9.50E-01,-1.50E-01
7905,8.41E-01,9.51E-01,-1.50E-01
7906,8.42E-01,9.52E-01,-1.49E-01
7907,8.44E-01,9.52E-01,-1.50E-01
7908,8.42E-01,9.52E-01,-1.50E-01
7909,8.41E-01,9.52E-01,-1.50E-01
7910,8.42E-01,9.52E-01,-1.50E-01
7911,8.42E-01,9.53E-01,-1.50E-01
7912,8.42E-01,9.53E-01,-1.50E-01
7913,8.41E-01,9.53E-01,-1.49E-01
7914,8.42E-01,9.53E-01,-1.49E-01
7915,8.42E-01,9.55E-01,-1.49E-01
7916,8.42E-01,9.55E-01,-1.48E-01
7917,8.42E-01,9.55E-01,-1.49E-01
7918,8.42E-01,9.55E-01,-1.49E-01
7919,8.42E-01,9.55E-01,-1.49E-01
7920,8.41E-01,9.56E-01,-1.49E-01
7921,8.44E-01,9.56E-01,-1.48E-01
7922,8.42E-01,9.56E-01,-1.48E-01
7923,8.42E-01,9.56E-01,-1.48E-01
7924,8.42E-01,9.56E-01,-1.49E-01
7925,8.42E-01,9.57E-01,-1.49E-01
7926,8.44E-01,9.56E-01,-1.49E-01
7927,8.42E-01,9.57E-01,-1.49E-01
7928,8.42E-01,9.58E-01,-1.48E-01
7929,8.44E-01,9.57E-01,-1.48E-01
7930,8.44E-01,9.58E-01,-1.48E-01
7931,8.44E-01,9.58E-01,-1.49E-01
7932,8.44E-01,9.58E-01,-1.48E-01
7933,8.44E-01,9.58E-01,-1.48E-01
7934,8.44E-01,9.59E-01,-1.48E-01
7935,8.44E-01,9.59E-01,-1.48E-01
7936,8.44E-01,9.59E-01,-1.48E-01
7937,8.44E-01,9.61E-01,-1.48E-01
7938,8.44E-01,9.59E-01,-1.46E-01
7939,8.44E-01,9.61E-01,-1.48E-01
7940,8.44E-01,9.61E-01,-1.48E-01
7941,8.44E-01,9.61E-01,-1.48E-01
7942,8.45E-01,9.61E-01,-1.48E-01
7943,8.45E-01,9.62E-01,-1.46E-01
7944,8.44E-01,9.62E-01,-1.46E-01
7945,8.44E-01,9.62E-01,-1.46E-01
7946,8.45E-01,9.63E-01,-1.46E-01
7947,8.44E-01,9.63E-01,-1.46E-01
7948,8.45E-01,9.63E-01,-1.46E-01
7949,8.44E-01,9.64E-01,-1.46E-01
7950,8.44E-01,9.64E-01,-1.46E-01
7951,8.45E-01,9.64E-01,-1.46E-01
7952,8.45E-01,9.64E-01,-1.46E-01
7953,8.44E-01,9.64E-01,-1.46E-01
7954,8.45E-01,9.64E-01,-1.45E-01
7955,8.44E-01,9.66E-01,-1.46E-01
7956,8.45E-01,9.66E-01,-1.46E-01
7957,8.46E-01,9.66E-01,-1.45E-01
7958,8.44E-01,9.66E-01,-1.46E-01
7959,8.46E-01,9.66E-01,-1.45E-01
7960,8.45E-01,9.67E-01,-1.46E-01
7961,8.46E-01,9.67E-01,-1.46E-01
7962,8.45E-01,9.66E-01,-1.46E-01
7963,8.45E-01,9.67E-01,-1.46E-01
7964,8.46E-01,9.67E-01,-1.46E-01
7965,8.44E-01,9.68E-01,-1.45E-01
7966,8.45E-01,9.68E-01,-1.45E-01
7967,8.46E-01,9.68E-01,-1.45E-01
7968,8.46E-01,9.69E-01,-1.45E-01
7969,8.45E-01,9.68E-01,-1.44E-01
7970,8.47E-01,9.69E-01,-1.45E-01
7971,8.46E-01,9.69E-01,-1.45E-01
7972,8.45E-01,9.69E-01,-1.44E-01
7973,8.46E-01,9.70E-01,-1.44E-01
7974,8.46E-01,9.70E-01,-1.45E-01
7975,8.46E-01,9.70E-01,-1.44E-01
7976,8.46E-01,9.69E-01,-1.45E-01
7977,8.46E-01,9.70E-01,-1.45E-01
7978,8.46E-01,9.70E-01,-1.45E-01
7979,8.46E-01,9.70E-01,-1.45E-01
7980,8.47E-01,9.70E-01,-1.44E-01
7981,8.46E-01,9.70E-01,-1.45E-01
7982,8.46E-01,9.73E-01,-1.45E-01
7983,8.46E-01,9.72E-01,-1.44E-01
7984,8.46E-01,9.72E-01,-1.45E-01
7985,8.46E-01,9.72E-01,-1.45E-01
7986,8.46E-01,9.72E-01,-1.44E-01
7987,8.47E-01,9.73E-01,-1.45E-01
7988,8.47E-01,9.73E-01,-1.44E-01
7989,8.46E-01,9.72E-01,-1.45E-01
7990,8.47E-01,9.72E-01,-1.44E-01
7991,8.47E-01,9.73E-01,-1.43E-01
7992,8.47E-01,9.73E-01,-1.45E-01
7993,8.47E-01,9.73E-01,-1.44E-01
7994,8.47E-01,9.74E-01,-1.44E-01
7995,8.47E-01,9.73E-01,-1.44E-01
7996,8.48E-01,9.74E-01,-1.45E-01
7997,8.46E-01,9.73E-01,-1.44E-01
7998,8.47E-01,9.74E-01,-1.45E-01
7999,8.48E-01,9.74E-01,-1.44E-01
8000,8.47E-01,9.74E-01,-1.43E-01
8001,8.47E-01,9.74E-01,-1.43E-01
8002,8.48E-01,9.74E-01,-1.43E-01
8003,8.48E-01,9.74E-01,-1.44E-01
8004,8.48E-01,9.75E-01,-1.44E-01
8005,8.48E-01,9.75E-01,-1.42E-01
8006,8.48E-01,9.77E-01,-1.43E-01
8007,8.48E-01,9.77E-01,-1.43E-01
8008,8.48E-01,9.77E-01,-1.44E-01
8009,8.48E-01,9.77E-01,-1.42E-01
8010,8.48E-01,9.78E-01,-1.43E-01
8011,8.48E-01,9.77E-01,-1.43E-01
8012,8.48E-01,9.78E-01,-1.43E-01
8013,8.48E-01,9.79E-01,-1.43E-01
8014,8.50E-01,9.79E-01,-1.43E-01
8015,8.48E-01,9.79E-01,-1.43E-01
8016,8.48E-01,9.79E-01,-1.43E-01
8017,8.48E-01,9.79E-01,-1.43E-01
8018,8.48E-01,9.79E-01,-1.44E-01
8019,8.48E-01,9.79E-01,-1.44E-01
8020,8.50E-01,9.80E-01,-1.43E-01
8021,8.50E-01,9.79E-01,-1.42E-01
8022,8.50E-01,9.80E-01,-1.43E-01
8023,8.48E-01,9.80E-01,-1.42E-01
8024,8.50E-01,9.83E-01,-1.43E-01
8025,8.50E-01,9.81E-01,-1.43E-01
8026,8.50E-01,9.83E-01,-1.42E-01
8027,8.51E-01,9.81E-01,-1.42E-01
8028,8.50E-01,9.83E-01,-1.42E-01
8029,8.50E-01,9.83E-01,-1.43E-01
8030,8.50E-01,9.83E-01,-1.43E-01
8031,8.50E-01,9.84E-01,-1.42E-01
8032,8.51E-01,9.84E-01,-1.42E-01
8033,8.50E-01,9.84E-01,-1.42E-01
8034,8.50E-01,9.83E-01,-1.42E-01
8035,8.51E-01,9.84E-01,-1.43E-01
8036,8.51E-01,9.85E-01,-1.42E-01
8037,8.51E-01,9.85E-01,-1.42E-01
8038,8.51E-01,9.85E-01,-1.42E-01
8039,8.50E-01,9.86E-01,-1.42E-01
8040,8.51E-01,9.85E-01,-1.42E-01
8041,8.51E-01,9.86E-01,-1.42E-01
8042,8.50E-01,9.86E-01,-1.42E-01
8043,8.51E-01,9.88E-01,-1.42E-01
8044,8.51E-01,9.88E-01,-1.42E-01
8045,8.52E-01,9.88E-01,-1.42E-01
8046,8.51E-01,9.89E-01,-1.42E-01
8047,8.51E-01,9.89E-01,-1.42E-01
8048,8.51E-01,9.89E-01,-1.40E-01
8049,8.51E-01,9.89E-01,-1.40E-01
8050,8.51E-01,9.90E-01,-1.42E-01
8051,8.52E-01,9.90E-01,-1.42E-01
8052,8.52E-01,9.91E-01,-1.42E-01
8053,8.53E-01,9.90E-01,-1.42E-01
8054,8.53E-01,9.91E-01,-1.42E-01
8055,8.53E-01,9.91E-01,-1.40E-01
8056,8.52E-01,9.91E-01,-1.40E-01
8057,8.52E-01,9.92E-01,-1.42E-01
8058,8.53E-01,9.92E-01,-1.42E-01
8059,8.53E-01,9.94E-01,-1.42E-01
8060,8.52E-01,9.92E-01,-1.40E-01
8061,8.53E-01,9.95E-01,-1.40E-01
8062,8.52E-01,9.92E-01,-1.42E-01
8063,8.53E-01,9.92E-01,-1.40E-01
8064,8.53E-01,9.94E-01,-1.42E-01
8065,8.53E-01,9.95E-01,-1.40E-01
8066,8.53E-01,9.96E-01,-1.39E-01
8067,8.53E-01,9.96E-01,-1.40E-01
8068,8.53E-01,9.96E-01,-1.40E-01
8069,8.53E-01,9.97E-01,-1.40E-01
8070,8.53E-01,9.97E-01,-1.40E-01
8071,8.52E-01,9.97E-01,-1.42E-01
8072,8.54E-01,9.99E-01,-1.40E-01
8073,8.54E-01,1.00E+00,-1.40E-01
8074,8.53E-01,9.99E-01,-1.40E-01
8075,8.54E-01,9.99E-01,-1.39E-01
8076,8.54E-01,1.00E+00,-1.39E-01
8077,8.53E-01,1.00E+00,-1.40E-01
8078,8.53E-01,1.00E+00,-1.40E-01
8079,8.53E-01,1.00E+00,-1.40E-01
8080,8.53E-01,1.00E+00,-1.39E-01
8081,8.53E-01,1.00E+00,-1.39E-01
8082,8.53E-01,1.00E+00,-1.39E-01
8083,8.53E-01,1.00E+00,-1.39E-01
8084,8.53E-01,1.00E+00,-1.40E-01
8085,8.54E-01,1.00E+00,-1.40E-01
8086,8.54E-01,1.00E+00,-1.40E-01
8087,8.54E-01,1.00E+00,-1.40E-01
8088,8.54E-01,1.00E+00,-1.39E-01
8089,8.54E-01,1.00E+00,-1.40E-01
8090,8.53E-01,1.00E+00,-1.39E-01
8091,8.54E-01,1.00E+00,-1.38E-01
8092,8.54E-01,1.00E+00,-1.39E-01
8093,8.54E-01,1.01E+00,-1.40E-01
8094,8.54E-01,1.00E+00,-1.39E-01
8095,8.56E-01,1.01E+00,-1.40E-01
8096,8.54E-01,1.01E+00,-1.39E-01
8097,8.54E-01,1.00E+00,-1.39E-01
8098,8.56E-01,1.01E+00,-1.40E-01
8099,8.54E-01,1.01E+00,-1.38E-01
8100,8.54E-01,1.01E+00,-1.39E-01
8101,8.56E-01,1.01E+00,-1.39E-01
8102,8.56E-01,1.01E+00,-1.38E-01
8103,8.56E-01,1.01E+00,-1.39E-01
8104,8.56E-01,1.01E+00,-1.39E-01
8105,8.56E-01,1.01E+00,-1.39E-01
8106,8.56E-01,1.01E+00,-1.38E-01
8107,8.56E-01,1.01E+00,-1.39E-01
8108,8.56E-01,1.01E+00,-1.38E-01
8109,8.57E-01,1.01E+00,-1.39E-01
8110,8.57E-01,1.01E+00,-1.38E-01
8111,8.57E-01,1.01E+00,-1.38E-01
8112,8.57E-01,1.01E+00,-1.38E-01
8113,8.57E-01,1.01E+00,-1.38E-01
8114,8.57E-01,1.01E+00,-1.38E-01
8115,8.57E-01,1.01E+00,-1.39E-01
8116,8.57E-01,1.01E+00,-1.39E-01
8117,8.58E-01,1.01E+00,-1.38E-01
8118,8.58E-01,1.01E+00,-1.38E-01
8119,8.58E-01,1.01E+00,-1.38E-01
8120,8.58E-01,1.01E+00,-1.39E-01
8121,8.58E-01,1.01E+00,-1.38E-01
8122,8.58E-01,1.01E+00,-1.38E-01
8123,8.58E-01,1.01E+00,-1.39E-01
8124,8.59E-01,1.01E+00,-1.38E-01
8125,8.59E-01,1.01E+00,-1.38E-01
8126,8.58E-01,1.01E+00,-1.38E-01
8127,8.59E-01,1.01E+00,-1.39E-01
8128,8.59E-01,1.01E+00,-1.38E-01
8129,8.59E-01,1.01E+00,-1.37E-01
8130,8.58E-01,1.01E+00,-1.38E-01
8131,8.59E-01,1.02E+00,-1.39E-01
8132,8.59E-01,1.02E+00,-1.38E-01
8133,8.59E-01,1.02E+00,-1.38E-01
8134,8.61E-01,1.02E+00,-1.38E-01
8135,8.59E-01,1.02E+00,-1.38E-01
8136,8.61E-01,1.02E+00,-1.38E-01
8137,8.59E-01,1.02E+00,-1.37E-01
8138,8.59E-01,1.02E+00,-1.37E-01
8139,8.61E-01,1.02E+00,-1.38E-01
8140,8.61E-01,1.02E+00,-1.37E-01
8141,8.61E-01,1.02E+00,-1.38E-01
8142,8.61E-01,1.02E+00,-1.38E-01
8143,8.61E-01,1.02E+00,-1.37E-01
8144,8.61E-01,1.02E+00,-1.38E-01
8145,8.62E-01,1.02E+00,-1.38E-01
8146,8.61E-01,1.02E+00,-1.38E-01
8147,8.62E-01,1.02E+00,-1.37E-01
8148,8.61E-01,1.02E+00,-1.38E-01
8149,8.61E-01,1.02E+00,-1.38E-01
8150,8.62E-01,1.02E+00,-1.37E-01
8151,8.61E-01,1.02E+00,-1.37E-01
8152,8.62E-01,1.02E+00,-1.37E-01
8153,8.62E-01,1.02E+00,-1.38E-01
8154,8.61E-01,1.02E+00,-1.38E-01
8155,8.62E-01,1.02E+00,-1.38E-01
8156,8.61E-01,1.02E+00,-1.38E-01
8157,8.61E-01,1.02E+00,-1.38E-01
8158,8.61E-01,1.02E+00,-1.37E-01
8159,8.61E-01,1.03E+00,-1.37E-01
8160,8.61E-01,1.03E+00,-1.37E-01
8161,8.61E-01,1.03E+00,-1.36E-01
8162,8.61E-01,1.03E+00,-1.37E-01
8163,8.61E-01,1.03E+00,-1.36E-01
8164,8.61E-01,1.03E+00,-1.37E-01
8165,8.61E-01,1.03E+00,-1.37E-01
8166,8.61E-01,1.03E+00,-1.36E-01
8167,8.63E-01,1.03E+00,-1.36E-01
8168,8.64E-01,1.03E+00,-1.37E-01
8169,8.64E-01,1.03E+00,-1.36E-01
8170,8.63E-01,1.03E+00,-1.37E-01
8171,8.64E-01,1.03E+00,-1.36E-01
8172,8.63E-01,1.03E+00,-1.36E-01
8173,8.64E-01,1.03E+00,-1.36E-01
8174,8.64E-01,1.03E+00,-1.36E-01
8175,8.64E-01,1.03E+00,-1.36E-01
8176,8.64E-01,1.03E+00,-1.36E-01
8177,8.65E-01,1.03E+00,-1.37E-01
8178,8.65E-01,1.03E+00,-1.36E-01
8179,8.65E-01,1.03E+00,-1.36E-01
8180,8.65E-01,1.03E+00,-1.37E-01
8181,8.65E-01,1.03E+00,-1.36E-01
8182,8.65E-01,1.03E+00,-1.36E-01
8183,8.64E-01,1.04E+00,-1.36E-01
8184,8.65E-01,1.04E+00,-1.37E-01
8185,8.67E-01,1.04E+00,-1.36E-01
8186,8.65E-01,1.04E+00,-1.36E-01
8187,8.65E-01,1.04E+00,-1.36E-01
8188,8.65E-01,1.04E+00,-1.36E-01
8189,8.67E-01,1.04E+00,-1.37E-01
8190,8.65E-01,1.04E+00,-1.36E-01
8191,8.65E-01,1.04E+00,-1.36E-01
8192,8.67E-01,1.04E+00,-1.37E-01
8193,8.65E-01,1.04E+00,-1.34E-01
8194,8.67E-01,1.04E+00,-1.36E-01
8195,8.67E-01,1.04E+00,-1.36E-01
8196,8.65E-01,1.04E+00,-1.36E-01
8197,8.67E-01,1.04E+00,-1.34E-01
8198,8.65E-01,1.04E+00,-1.36E-01
8199,8.67E-01,1.04E+00,-1.37E-01
8200,8.67E-01,1.04E+00,-1.36E-01
8201,8.67E-01,1.04E+00,-1.34E-01
8202,8.67E-01,1.04E+00,-1.36E-01
8203,8.68E-01,1.04E+00,-1.36E-01
8204,8.67E-01,1.04E+00,-1.36E-01
8205,8.67E-01,1.04E+00,-1.36E-01
8206,8.67E-01,1.04E+00,-1.36E-01
8207,8.67E-01,1.04E+00,-1.36E-01
8208,8.67E-01,1.04E+00,-1.36E-01
8209,8.68E-01,1.05E+00,-1.34E-01
8210,8.68E-01,1.05E+00,-1.36E-01
8211,8.68E-01,1.05E+00,-1.34E-01
8212,8.68E-01,1.05E+00,-1.36E-01
8213,8.69E-01,1.05E+00,-1.34E-01
8214,8.68E-01,1.05E+00,-1.34E-01
8215,8.67E-01,1.05E+00,-1.34E-01
8216,8.67E-01,1.05E+00,-1.36E-01
8217,8.68E-01,1.05E+00,-1.34E-01
8218,8.68E-01,1.05E+00,-1.34E-01
8219,8.68E-01,1.05E+00,-1.36E-01
8220,8.68E-01,1.05E+00,-1.34E-01
8221,8.69E-01,1.05E+00,-1.34E-01
8222,8.68E-01,1.05E+00,-1.34E-01
8223,8.68E-01,1.05E+00,-1.34E-01
8224,8.69E-01,1.05E+00,-1.34E-01
8225,8.69E-01,1.05E+00,-1.34E-01
8226,8.69E-01,1.05E+00,-1.33E-01
8227,8.69E-01,1.05E+00,-1.34E-01
8228,8.69E-01,1.05E+00,-1.34E-01
8229,8.70E-01,1.05E+00,-1.34E-01
8230,8.69E-01,1.05E+00,-1.34E-01
8231,8.69E-01,1.05E+00,-1.33E-01
8232,8.70E-01,1.05E+00,-1.33E-01
8233,8.70E-01,1.05E+00,-1.34E-01
8234,8.70E-01,1.05E+00,-1.34E-01
8235,8.69E-01,1.05E+00,-1.34E-01
8236,8.70E-01,1.05E+00,-1.33E-01
8237,8.70E-01,1.05E+00,-1.33E-01
8238,8.70E-01,1.05E+00,-1.34E-01
8239,8.72E-01,1.05E+00,-1.33E-01
8240,8.70E-01,1.05E+00,-1.33E-01
8241,8.72E-01,1.05E+00,-1.34E-01
8242,8.72E-01,1.06E+00,-1.33E-01
8243,8.72E-01,1.05E+00,-1.33E-01
8244,8.73E-01,1.06E+00,-1.33E-01
8245,8.72E-01,1.06E+00,-1.33E-01
8246,8.73E-01,1.06E+00,-1.34E-01
8247,8.72E-01,1.06E+00,-1.33E-01
8248,8.72E-01,1.06E+00,-1.33E-01
8249,8.73E-01,1.06E+00,-1.33E-01
8250,8.73E-01,1.06E+00,-1.33E-01
8251,8.73E-01,1.06E+00,-1.33E-01
8252,8.73E-01,1.06E+00,-1.33E-01
8253,8.74E-01,1.06E+00,-1.33E-01
8254,8.73E-01,1.06E+00,-1.33E-01
8255,8.73E-01,1.06E+00,-1.32E-01
8256,8.73E-01,1.06E+00,-1.33E-01
8257,8.74E-01,1.06E+00,-1.33E-01
8258,8.74E-01,1.06E+00,-1.33E-01
8259,8.75E-01,1.06E+00,-1.33E-01
8260,8.74E-01,1.06E+00,-1.33E-01
8261,8.75E-01,1.06E+00,-1.33E-01
8262,8.75E-01,1.06E+00,-1.32E-01
8263,8.73E-01,1.06E+00,-1.33E-01
8264,8.75E-01,1.06E+00,-1.33E-01
8265,8.75E-01,1.06E+00,-1.33E-01
8266,8.74E-01,1.06E+00,-1.33E-01
8267,8.75E-01,1.06E+00,-1.33E-01
8268,8.74E-01,1.07E+00,-1.32E-01
8269,8.75E-01,1.07E+00,-1.33E-01
8270,8.75E-01,1.07E+00,-1.33E-01
8271,8.76E-01,1.07E+00,-1.32E-01
8272,8.75E-01,1.07E+00,-1.33E-01
8273,8.76E-01,1.07E+00,-1.32E-01
8274,8.75E-01,1.07E+00,-1.33E-01
8275,8.76E-01,1.07E+00,-1.32E-01
8276,8.76E-01,1.07E+00,-1.33E-01
8277,8.75E-01,1.07E+00,-1.32E-01
8278,8.76E-01,1.07E+00,-1.32E-01
8279,8.76E-01,1.07E+00,-1.33E-01
8280,8.78E-01,1.07E+00,-1.33E-01
8281,8.76E-01,1.07E+00,-1.32E-01
8282,8.78E-01,1.07E+00,-1.33E-01
8283,8.79E-01,1.07E+00,-1.32E-01
8284,8.78E-01,1.07E+00,-1.32E-01
8285,8.78E-01,1.07E+00,-1.32E-01
8286,8.79E-01,1.07E+00,-1.32E-01
8287,8.79E-01,1.07E+00,-1.32E-01
8288,8.78E-01,1.07E+00,-1.31E-01
8289,8.79E-01,1.07E+00,-1.31E-01
8290,8.78E-01,1.08E+00,-1.31E-01
8291,8.79E-01,1.08E+00,-1.31E-01
8292,8.80E-01,1.08E+00,-1.32E-01
8293,8.79E-01,1.08E+00,-1.31E-01
