Position,D1_1,D12_1,N2_D6_1
8294,8.79E-01,1.08E+00,-1.31E-01
8295,8.80E-01,1.08E+00,-1.29E-01
8296,8.80E-01,1.08E+00,-1.29E-01
8297,8.80E-01,1.08E+00,-1.29E-01
8298,8.80E-01,1.08E+00,-1.31E-01
8299,8.80E-01,1.08E+00,-1.31E-01
8300,8.80E-01,1.08E+00,-1.31E-01
8301,8.80E-01,1.08E+00,-1.29E-01
8302,8.80E-01,1.08E+00,-1.31E-01
8303,8.81E-01,1.08E+00,-1.29E-01
8304,8.81E-01,1.08E+00,-1.31E-01
8305,8.80E-01,1.08E+00,-1.29E-01
8306,8.80E-01,1.09E+00,-1.29E-01
8307,8.81E-01,1.09E+00,-1.31E-01
8308,8.81E-01,1.09E+00,-1.29E-01
8309,8.81E-01,1.09E+00,-1.28E-01
8310,8.80E-01,1.09E+00,-1.31E-01
8311,8.81E-01,1.09E+00,-1.31E-01
8312,8.83E-01,1.09E+00,-1.29E-01
8313,8.83E-01,1.09E+00,-1.29E-01
8314,8.83E-01,1.09E+00,-1.29E-01
8315,8.83E-01,1.09E+00,-1.29E-01
8316,8.81E-01,1.09E+00,-1.29E-01
8317,8.83E-01,1.09E+00,-1.29E-01
8318,8.83E-01,1.09E+00,-1.28E-01
8319,8.83E-01,1.09E+00,-1.28E-01
8320,8.81E-01,1.09E+00,-1.28E-01
8321,8.83E-01,1.09E+00,-1.27E-01
8322,8.84E-01,1.09E+00,-1.28E-01
8323,8.84E-01,1.09E+00,-1.28E-01
8324,8.84E-01,1.09E+00,-1.29E-01
8325,8.84E-01,1.09E+00,-1.28E-01
8326,8.84E-01,1.09E+00,-1.28E-01
8327,8.83E-01,1.10E+00,-1.28E-01
8328,8.83E-01,1.09E+00,-1.28E-01
8329,8.83E-01,1.10E+00,-1.28E-01
8330,8.84E-01,1.10E+00,-1.27E-01
8331,8.84E-01,1.10E+00,-1.28E-01
8332,8.85E-01,1.10E+00,-1.27E-01
8333,8.85E-01,1.10E+00,-1.28E-01
8334,8.84E-01,1.10E+00,-1.28E-01
8335,8.84E-01,1.10E+00,-1.27E-01
8336,8.84E-01,1.10E+00,-1.27E-01
8337,8.85E-01,1.10E+00,-1.27E-01
8338,8.85E-01,1.10E+00,-1.28E-01
8339,8.86E-01,1.10E+00,-1.28E-01
8340,8.86E-01,1.10E+00,-1.27E-01
8341,8.85E-01,1.10E+00,-1.28E-01
8342,8.85E-01,1.10E+00,-1.28E-01
8343,8.85E-01,1.10E+00,-1.27E-01
8344,8.86E-01,1.10E+00,-1.27E-01
8345,8.86E-01,1.10E+00,-1.27E-01
8346,8.86E-01,1.10E+00,-1.27E-01
8347,8.86E-01,1.10E+00,-1.27E-01
8348,8.87E-01,1.10E+00,-1.27E-01
8349,8.86E-01,1.10E+00,-1.27E-01
8350,8.87E-01,1.10E+00,-1.27E-01
8351,8.87E-01,1.10E+00,-1.27E-01
8352,8.89E-01,1.10E+00,-1.27E-01
8353,8.89E-01,1.10E+00,-1.26E-01
8354,8.87E-01,1.10E+00,-1.26E-01
8355,8.87E-01,1.10E+00,-1.27E-01
8356,8.89E-01,1.11E+00,-1.26E-01
8357,8.89E-01,1.10E+00,-1.26E-01
8358,8.89E-01,1.11E+00,-1.26E-01
8359,8.89E-01,1.11E+00,-1.26E-01
8360,8.89E-01,1.11E+00,-1.26E-01
8361,8.90E-01,1.11E+00,-1.26E-01
8362,8.90E-01,1.11E+00,-1.26E-01
8363,8.90E-01,1.11E+00,-1.26E-01
8364,8.90E-01,1.11E+00,-1.26E-01
8365,8.90E-01,1.11E+00,-1.26E-01
8366,8.91E-01,1.11E+00,-1.26E-01
8367,8.90E-01,1.11E+00,-1.26E-01
8368,8.91E-01,1.11E+00,-1.25E-01
8369,8.90E-01,1.11E+00,-1.25E-01
8370,8.91E-01,1.11E+00,-1.25E-01
8371,8.90E-01,1.11E+00,-1.25E-01
8372,8.92E-01,1.11E+00,-1.25E-01
8373,8.91E-01,1.11E+00,-1.25E-01
8374,8.92E-01,1.11E+00,-1.26E-01
8375,8.92E-01,1.11E+00,-1.25E-01
8376,8.94E-01,1.11E+00,-1.23E-01
8377,8.92E-01,1.11E+00,-1.25E-01
8378,8.94E-01,1.11E+00,-1.26E-01
8379,8.94E-01,1.11E+00,-1.25E-01
8380,8.94E-01,1.11E+00,-1.23E-01
8381,8.92E-01,1.12E+00,-1.25E-01
8382,8.94E-01,1.12E+00,-1.25E-01
8383,8.94E-01,1.12E+00,-1.23E-01
8384,8.94E-01,1.12E+00,-1.25E-01
8385,8.95E-01,1.12E+00,-1.25E-01
8386,8.94E-01,1.12E+00,-1.22E-01
8387,8.94E-01,1.12E+00,-1.23E-01
8388,8.95E-01,1.12E+00,-1.23E-01
8389,8.95E-01,1.12E+00,-1.23E-01
8390,8.95E-01,1.12E+00,-1.22E-01
8391,8.95E-01,1.12E+00,-1.22E-01
8392,8.95E-01,1.12E+00,-1.22E-01
8393,8.96E-01,1.12E+00,-1.21E-01
8394,8.96E-01,1.12E+00,-1.22E-01
8395,8.96E-01,1.12E+00,-1.21E-01
8396,8.96E-01,1.12E+00,-1.22E-01
8397,8.97E-01,1.12E+00,-1.21E-01
8398,8.97E-01,1.12E+00,-1.22E-01
8399,8.97E-01,1.13E+00,-1.22E-01
8400,8.96E-01,1.13E+00,-1.21E-01
8401,8.97E-01,1.13E+00,-1.22E-01
8402,8.97E-01,1.13E+00,-1.22E-01
8403,8.98E-01,1.13E+00,-1.22E-01
8404,8.98E-01,1.13E+00,-1.21E-01
8405,9.00E-01,1.13E+00,-1.22E-01
8406,8.98E-01,1.13E+00,-1.21E-01
8407,8.98E-01,1.13E+00,-1.21E-01
8408,9.01E-01,1.13E+00,-1.22E-01
8409,8.98E-01,1.13E+00,-1.20E-01
8410,8.98E-01,1.13E+00,-1.20E-01
8411,9.00E-01,1.13E+00,-1.20E-01
8412,9.00E-01,1.13E+00,-1.21E-01
8413,9.00E-01,1.13E+00,-1.20E-01
8414,9.01E-01,1.13E+00,-1.20E-01
8415,9.01E-01,1.13E+00,-1.20E-01
8416,9.01E-01,1.13E+00,-1.18E-01
8417,9.02E-01,1.14E+00,-1.18E-01
8418,9.01E-01,1.14E+00,-1.18E-01
8419,9.01E-01,1.14E+00,-1.18E-01
8420,9.02E-01,1.14E+00,-1.17E-01
8421,9.02E-01,1.14E+00,-1.18E-01
8422,9.02E-01,1.14E+00,-1.18E-01
8423,9.02E-01,1.14E+00,-1.17E-01
8424,9.02E-01,1.14E+00,-1.18E-01
8425,9.03E-01,1.14E+00,-1.16E-01
8426,9.02E-01,1.14E+00,-1.17E-01
8427,9.03E-01,1.14E+00,-1.17E-01
8428,9.03E-01,1.14E+00,-1.16E-01
8429,9.03E-01,1.14E+00,-1.17E-01
8430,9.05E-01,1.14E+00,-1.17E-01
8431,9.03E-01,1.14E+00,-1.17E-01
8432,9.05E-01,1.15E+00,-1.16E-01
8433,9.05E-01,1.15E+00,-1.16E-01
8434,9.05E-01,1.15E+00,-1.16E-01
8435,9.05E-01,1.15E+00,-1.17E-01
8436,9.06E-01,1.15E+00,-1.16E-01
8437,9.05E-01,1.15E+00,-1.16E-01
8438,9.06E-01,1.15E+00,-1.15E-01
8439,9.05E-01,1.15E+00,-1.15E-01
8440,9.05E-01,1.15E+00,-1.15E-01
8441,9.05E-01,1.15E+00,-1.16E-01
8442,9.05E-01,1.15E+00,-1.15E-01
8443,9.06E-01,1.15E+00,-1.14E-01
8444,9.06E-01,1.15E+00,-1.15E-01
8445,9.07E-01,1.15E+00,-1.14E-01
8446,9.07E-01,1.15E+00,-1.12E-01
8447,9.07E-01,1.15E+00,-1.12E-01
8448,9.06E-01,1.15E+00,-1.14E-01
8449,9.07E-01,1.15E+00,-1.14E-01
8450,9.07E-01,1.15E+00,-1.12E-01
8451,9.07E-01,1.15E+00,-1.14E-01
8452,9.08E-01,1.15E+00,-1.12E-01
8453,9.07E-01,1.15E+00,-1.12E-01
8454,9.07E-01,1.15E+00,-1.11E-01
8455,9.07E-01,1.16E+00,-1.11E-01
8456,9.09E-01,1.16E+00,-1.11E-01
8457,9.08E-01,1.16E+00,-1.10E-01
8458,9.08E-01,1.16E+00,-1.10E-01
8459,9.09E-01,1.16E+00,-1.11E-01
8460,9.08E-01,1.16E+00,-1.10E-01
8461,9.09E-01,1.16E+00,-1.10E-01
8462,9.11E-01,1.16E+00,-1.10E-01
8463,9.09E-01,1.16E+00,-1.11E-01
8464,9.09E-01,1.16E+00,-1.10E-01
8465,9.09E-01,1.16E+00,-1.10E-01
8466,9.11E-01,1.16E+00,-1.09E-01
8467,9.11E-01,1.16E+00,-1.10E-01
8468,9.12E-01,1.16E+00,-1.09E-01
8469,9.12E-01,1.16E+00,-1.10E-01
8470,9.12E-01,1.16E+00,-1.09E-01
8471,9.12E-01,1.16E+00,-1.09E-01
8472,9.14E-01,1.16E+00,-1.09E-01
8473,9.13E-01,1.16E+00,-1.09E-01
8474,9.13E-01,1.17E+00,-1.06E-01
8475,9.13E-01,1.17E+00,-1.07E-01
8476,9.13E-01,1.17E+00,-1.07E-01
8477,9.14E-01,1.17E+00,-1.07E-01
8478,9.16E-01,1.17E+00,-1.07E-01
8479,9.16E-01,1.17E+00,-1.06E-01
8480,9.16E-01,1.17E+00,-1.06E-01
8481,9.14E-01,1.17E+00,-1.06E-01
8482,9.17E-01,1.17E+00,-1.06E-01
8483,9.16E-01,1.17E+00,-1.06E-01
8484,9.16E-01,1.17E+00,-1.06E-01
8485,9.17E-01,1.17E+00,-1.06E-01
8486,9.17E-01,1.17E+00,-1.06E-01
8487,9.18E-01,1.17E+00,-1.05E-01
8488,9.18E-01,1.17E+00,-1.04E-01
8489,9.18E-01,1.17E+00,-1.05E-01
8490,9.19E-01,1.17E+00,-1.04E-01
8491,9.19E-01,1.17E+00,-1.05E-01
8492,9.19E-01,1.17E+00,-1.05E-01
8493,9.20E-01,1.17E+00,-1.04E-01
8494,9.20E-01,1.18E+00,-1.04E-01
8495,9.20E-01,1.18E+00,-1.04E-01
8496,9.20E-01,1.18E+00,-1.04E-01
8497,9.20E-01,1.18E+00,-1.04E-01
8498,9.22E-01,1.18E+00,-1.03E-01
8499,9.20E-01,1.18E+00,-1.03E-01
8500,9.22E-01,1.18E+00,-1.03E-01
8501,9.22E-01,1.18E+00,-1.03E-01
8502,9.23E-01,1.18E+00,-1.03E-01
8503,9.23E-01,1.18E+00,-1.03E-01
8504,9.24E-01,1.18E+00,-1.01E-01
8505,9.24E-01,1.18E+00,-1.03E-01
8506,9.24E-01,1.18E+00,-1.01E-01
8507,9.25E-01,1.18E+00,-1.01E-01
8508,9.25E-01,1.18E+00,-1.00E-01
8509,9.25E-01,1.19E+00,-1.01E-01
8510,9.27E-01,1.19E+00,-1.01E-01
8511,9.27E-01,1.19E+00,-1.00E-01
8512,9.27E-01,1.19E+00,-1.00E-01
8513,9.27E-01,1.19E+00,-1.00E-01
8514,9.28E-01,1.19E+00,-9.89E-02
8515,9.29E-01,1.19E+00,-9.89E-02
8516,9.28E-01,1.19E+00,-9.89E-02
8517,9.29E-01,1.19E+00,-9.89E-02
8518,9.29E-01,1.19E+00,-9.77E-02
8519,9.29E-01,1.19E+00,-9.77E-02
8520,9.29E-01,1.19E+00,-9.77E-02
8521,9.30E-01,1.19E+00,-9.77E-02
8522,9.30E-01,1.19E+00,-9.77E-02
8523,9.31E-01,1.20E+00,-9.77E-02
8524,9.31E-01,1.20E+00,-9.64E-02
8525,9.33E-01,1.20E+00,-9.64E-02
8526,9.33E-01,1.20E+00,-9.52E-02
8527,9.33E-01,1.20E+00,-9.64E-02
8528,9.34E-01,1.20E+00,-9.64E-02
8529,9.34E-01,1.20E+00,-9.52E-02
8530,9.34E-01,1.20E+00,-9.52E-02
8531,9.35E-01,1.20E+00,-9.52E-02
8532,9.35E-01,1.20E+00,-9.52E-02
8533,9.34E-01,1.20E+00,-9.40E-02
8534,9.35E-01,1.20E+00,-9.40E-02
8535,9.36E-01,1.20E+00,-9.40E-02
8536,9.38E-01,1.20E+00,-9.28E-02
8537,9.39E-01,1.21E+00,-9.40E-02
8538,9.38E-01,1.21E+00,-9.28E-02
8539,9.38E-01,1.21E+00,-9.28E-02
8540,9.38E-01,1.21E+00,-9.28E-02
8541,9.38E-01,1.21E+00,-9.28E-02
8542,9.39E-01,1.21E+00,-9.16E-02
8543,9.39E-01,1.21E+00,-9.16E-02
8544,9.40E-01,1.21E+00,-9.16E-02
8545,9.40E-01,1.21E+00,-9.03E-02
8546,9.39E-01,1.21E+00,-9.03E-02
8547,9.40E-01,1.21E+00,-9.03E-02
8548,9.41E-01,1.21E+00,-8.91E-02
8549,9.41E-01,1.22E+00,-8.91E-02
8550,9.41E-01,1.21E+00,-8.91E-02
8551,9.41E-01,1.22E+00,-8.91E-02
8552,9.42E-01,1.22E+00,-8.91E-02
8553,9.41E-01,1.22E+00,-8.79E-02
8554,9.42E-01,1.22E+00,-8.79E-02
8555,9.44E-01,1.22E+00,-8.67E-02
8556,9.42E-01,1.22E+00,-8.67E-02
8557,9.44E-01,1.22E+00,-8.67E-02
8558,9.44E-01,1.22E+00,-8.67E-02
8559,9.45E-01,1.22E+00,-8.79E-02
8560,9.44E-01,1.22E+00,-8.67E-02
8561,9.45E-01,1.22E+00,-8.67E-02
8562,9.45E-01,1.22E+00,-8.67E-02
8563,9.46E-01,1.23E+00,-8.54E-02
8564,9.46E-01,1.23E+00,-8.42E-02
8565,9.46E-01,1.23E+00,-8.54E-02
8566,9.47E-01,1.23E+00,-8.42E-02
8567,9.46E-01,1.23E+00,-8.42E-02
8568,9.47E-01,1.23E+00,-8.30E-02
8569,9.47E-01,1.23E+00,-8.42E-02
8570,9.48E-01,1.23E+00,-8.30E-02
8571,9.50E-01,1.23E+00,-8.30E-02
8572,9.50E-01,1.23E+00,-8.06E-02
8573,9.48E-01,1.23E+00,-8.18E-02
8574,9.50E-01,1.23E+00,-8.18E-02
8575,9.51E-01,1.23E+00,-8.18E-02
8576,9.50E-01,1.23E+00,-8.18E-02
8577,9.51E-01,1.23E+00,-8.18E-02
8578,9.51E-01,1.23E+00,-8.06E-02
8579,9.52E-01,1.24E+00,-8.06E-02
8580,9.52E-01,1.24E+00,-8.06E-02
8581,9.53E-01,1.24E+00,-7.93E-02
8582,9.53E-01,1.24E+00,-8.06E-02
8583,9.53E-01,1.24E+00,-7.93E-02
8584,9.56E-01,1.24E+00,-7.93E-02
8585,9.56E-01,1.24E+00,-7.93E-02
8586,9.55E-01,1.24E+00,-7.93E-02
8587,9.56E-01,1.24E+00,-7.93E-02
8588,9.57E-01,1.24E+00,-7.93E-02
8589,9.57E-01,1.24E+00,-7.81E-02
8590,9.58E-01,1.24E+00,-7.81E-02
8591,9.58E-01,1.25E+00,-7.81E-02
8592,9.59E-01,1.24E+00,-7.69E-02
8593,9.61E-01,1.25E+00,-7.81E-02
8594,9.59E-01,1.25E+00,-7.69E-02
8595,9.61E-01,1.25E+00,-7.69E-02
8596,9.62E-01,1.25E+00,-7.81E-02
8597,9.62E-01,1.25E+00,-7.57E-02
8598,9.63E-01,1.25E+00,-7.57E-02
8599,9.63E-01,1.25E+00,-7.57E-02
8600,9.63E-01,1.25E+00,-7.69E-02
8601,9.66E-01,1.25E+00,-7.57E-02
8602,9.66E-01,1.25E+00,-7.45E-02
8603,9.67E-01,1.25E+00,-7.45E-02
8604,9.67E-01,1.25E+00,-7.45E-02
8605,9.67E-01,1.25E+00,-7.45E-02
8606,9.68E-01,1.25E+00,-7.45E-02
8607,9.68E-01,1.25E+00,-7.32E-02
8608,9.69E-01,1.25E+00,-7.45E-02
8609,9.72E-01,1.26E+00,-7.32E-02
8610,9.72E-01,1.26E+00,-7.32E-02
8611,9.72E-01,1.26E+00,-7.32E-02
8612,9.73E-01,1.26E+00,-7.20E-02
8613,9.74E-01,1.26E+00,-7.20E-02
8614,9.74E-01,1.26E+00,-7.08E-02
8615,9.75E-01,1.26E+00,-7.20E-02
8616,9.77E-01,1.26E+00,-7.20E-02
8617,9.78E-01,1.26E+00,-7.08E-02
8618,9.78E-01,1.26E+00,-7.08E-02
8619,9.79E-01,1.26E+00,-7.08E-02
8620,9.79E-01,1.26E+00,-6.96E-02
8621,9.80E-01,1.26E+00,-7.08E-02
8622,9.81E-01,1.26E+00,-6.96E-02
8623,9.83E-01,1.26E+00,-7.08E-02
8624,9.84E-01,1.27E+00,-6.96E-02
8625,9.84E-01,1.27E+00,-6.84E-02
8626,9.85E-01,1.27E+00,-6.84E-02
8627,9.85E-01,1.27E+00,-6.84E-02
8628,9.86E-01,1.27E+00,-6.84E-02
8629,9.88E-01,1.27E+00,-6.84E-02
8630,9.89E-01,1.27E+00,-6.71E-02
8631,9.89E-01,1.27E+00,-6.71E-02
8632,9.90E-01,1.27E+00,-6.71E-02
8633,9.90E-01,1.27E+00,-6.71E-02
8634,9.92E-01,1.27E+00,-6.71E-02
8635,9.92E-01,1.28E+00,-6.71E-02
8636,9.94E-01,1.28E+00,-6.71E-02
8637,9.96E-01,1.28E+00,-6.71E-02
8638,9.96E-01,1.28E+00,-6.71E-02
8639,9.99E-01,1.28E+00,-6.71E-02
8640,9.97E-01,1.28E+00,-6.71E-02
8641,1.00E+00,1.28E+00,-6.71E-02
8642,1.00E+00,1.28E+00,-6.71E-02
8643,1.00E+00,1.28E+00,-6.35E-02
8644,1.00E+00,1.28E+00,-6.35E-02
8645,1.00E+00,1.28E+00,-6.23E-02
8646,1.00E+00,1.28E+00,-6.23E-02
8647,1.00E+00,1.28E+00,-6.23E-02
8648,1.01E+00,1.28E+00,-6.23E-02
8649,1.01E+00,1.28E+00,-6.10E-02
8650,1.01E+00,1.28E+00,-6.10E-02
8651,1.01E+00,1.29E+00,-6.10E-02
8652,1.01E+00,1.29E+00,-5.98E-02
8653,1.01E+00,1.29E+00,-6.10E-02
8654,1.01E+00,1.29E+00,-6.10E-02
8655,1.01E+00,1.29E+00,-5.98E-02
8656,1.01E+00,1.29E+00,-5.98E-02
8657,1.01E+00,1.29E+00,-5.98E-02
8658,1.01E+00,1.29E+00,-5.98E-02
8659,1.01E+00,1.29E+00,-5.86E-02
8660,1.02E+00,1.29E+00,-5.74E-02
8661,1.02E+00,1.29E+00,-5.86E-02
8662,1.02E+00,1.29E+00,-5.86E-02
8663,1.02E+00,1.29E+00,-5.74E-02
8664,1.02E+00,1.30E+00,-5.74E-02
8665,1.02E+00,1.30E+00,-5.62E-02
8666,1.02E+00,1.30E+00,-5.74E-02
8667,1.02E+00,1.30E+00,-5.62E-02
8668,1.02E+00,1.30E+00,-5.74E-02
8669,1.02E+00,1.30E+00,-5.49E-02
8670,1.02E+00,1.30E+00,-5.49E-02
8671,1.02E+00,1.30E+00,-5.49E-02
8672,1.02E+00,1.30E+00,-5.62E-02
8673,1.03E+00,1.30E+00,-5.49E-02
8674,1.03E+00,1.30E+00,-5.49E-02
8675,1.03E+00,1.30E+00,-5.49E-02
8676,1.03E+00,1.30E+00,-5.49E-02
8677,1.03E+00,1.30E+00,-5.49E-02
8678,1.03E+00,1.30E+00,-5.49E-02
8679,1.03E+00,1.30E+00,-5.37E-02
8680,1.03E+00,1.30E+00,-5.37E-02
8681,1.03E+00,1.30E+00,-5.37E-02
8682,1.03E+00,1.30E+00,-5.37E-02
8683,1.03E+00,1.30E+00,-5.13E-02
8684,1.03E+00,1.30E+00,-5.37E-02
8685,1.03E+00,1.31E+00,-5.25E-02
8686,1.04E+00,1.31E+00,-5.25E-02
8687,1.04E+00,1.31E+00,-5.13E-02
8688,1.04E+00,1.31E+00,-5.13E-02
8689,1.04E+00,1.31E+00,-5.13E-02
8690,1.04E+00,1.31E+00,-5.13E-02
8691,1.04E+00,1.31E+00,-5.00E-02
8692,1.04E+00,1.31E+00,-5.00E-02
8693,1.04E+00,1.31E+00,-5.00E-02
8694,1.04E+00,1.31E+00,-5.00E-02
8695,1.04E+00,1.31E+00,-5.00E-02
8696,1.04E+00,1.31E+00,-5.00E-02
8697,1.04E+00,1.31E+00,-5.00E-02
8698,1.05E+00,1.31E+00,-4.88E-02
8699,1.04E+00,1.31E+00,-4.88E-02
8700,1.05E+00,1.31E+00,-4.88E-02
8701,1.05E+00,1.31E+00,-4.88E-02
8702,1.05E+00,1.31E+00,-4.88E-02
8703,1.05E+00,1.31E+00,-4.76E-02
8704,1.05E+00,1.31E+00,-4.76E-02
8705,1.05E+00,1.31E+00,-4.76E-02
8706,1.05E+00,1.31E+00,-4.76E-02
8707,1.05E+00,1.31E+00,-4.64E-02
8708,1.06E+00,1.32E+00,-4.88E-02
8709,1.06E+00,1.32E+00,-4.76E-02
8710,1.06E+00,1.32E+00,-4.76E-02
8711,1.06E+00,1.32E+00,-4.76E-02
8712,1.06E+00,1.32E+00,-4.76E-02
8713,1.06E+00,1.32E+00,-4.64E-02
8714,1.06E+00,1.32E+00,-4.64E-02
8715,1.06E+00,1.32E+00,-4.76E-02
8716,1.06E+00,1.32E+00,-4.76E-02
8717,1.07E+00,1.32E+00,-4.52E-02
8718,1.07E+00,1.32E+00,-4.64E-02
8719,1.07E+00,1.32E+00,-4.64E-02
8720,1.07E+00,1.32E+00,-4.64E-02
8721,1.07E+00,1.32E+00,-4.52E-02
8722,1.07E+00,1.32E+00,-4.52E-02
8723,1.07E+00,1.32E+00,-4.52E-02
8724,1.08E+00,1.32E+00,-4.52E-02
8725,1.08E+00,1.32E+00,-4.52E-02
8726,1.08E+00,1.32E+00,-4.52E-02
8727,1.08E+00,1.32E+00,-4.52E-02
8728,1.08E+00,1.32E+00,-4.52E-02
8729,1.08E+00,1.32E+00,-4.52E-02
8730,1.09E+00,1.32E+00,-4.39E-02
8731,1.09E+00,1.33E+00,-4.39E-02
8732,1.09E+00,1.33E+00,-4.39E-02
8733,1.09E+00,1.33E+00,-4.39E-02
8734,1.09E+00,1.33E+00,-4.52E-02
8735,1.09E+00,1.33E+00,-4.39E-02
8736,1.09E+00,1.33E+00,-4.39E-02
8737,1.09E+00,1.33E+00,-4.39E-02
8738,1.10E+00,1.33E+00,-4.39E-02
8739,1.10E+00,1.33E+00,-4.39E-02
8740,1.10E+00,1.33E+00,-4.39E-02
8741,1.10E+00,1.33E+00,-4.39E-02
8742,1.10E+00,1.33E+00,-4.39E-02
8743,1.10E+00,1.33E+00,-4.39E-02
8744,1.10E+00,1.33E+00,-4.39E-02
8745,1.10E+00,1.33E+00,-4.39E-02
8746,1.11E+00,1.33E+00,-4.27E-02
8747,1.11E+00,1.33E+00,-4.39E-02
8748,1.11E+00,1.33E+00,-4.27E-02
8749,1.11E+00,1.33E+00,-4.27E-02
8750,1.11E+00,1.33E+00,-4.27E-02
8751,1.11E+00,1.33E+00,-4.27E-02
8752,1.11E+00,1.33E+00,-4.27E-02
8753,1.12E+00,1.33E+00,-4.15E-02
8754,1.12E+00,1.33E+00,-4.27E-02
8755,1.12E+00,1.34E+00,-4.27E-02
8756,1.12E+00,1.33E+00,-4.39E-02
8757,1.12E+00,1.33E+00,-4.15E-02
8758,1.12E+00,1.33E+00,-4.15E-02
8759,1.12E+00,1.34E+00,-4.27E-02
8760,1.13E+00,1.34E+00,-4.27E-02
8761,1.13E+00,1.34E+00,-4.27E-02
8762,1.13E+00,1.34E+00,-4.15E-02
8763,1.13E+00,1.34E+00,-4.15E-02
8764,1.13E+00,1.34E+00,-4.15E-02
8765,1.13E+00,1.34E+00,-4.15E-02
8766,1.13E+00,1.34E+00,-4.15E-02
8767,1.13E+00,1.34E+00,-4.15E-02
8768,1.13E+00,1.34E+00,-4.15E-02
8769,1.14E+00,1.34E+00,-4.27E-02
8770,1.14E+00,1.34E+00,-4.27E-02
8771,1.14E+00,1.34E+00,-4.27E-02
8772,1.14E+00,1.34E+00,-4.15E-02
8773,1.14E+00,1.34E+00,-4.15E-02
8774,1.14E+00,1.34E+00,-4.15E-02
8775,1.14E+00,1.34E+00,-4.15E-02
8776,1.14E+00,1.34E+00,-4.15E-02
8777,1.15E+00,1.34E+00,-4.27E-02
8778,1.15E+00,1.34E+00,-4.15E-02
8779,1.15E+00,1.34E+00,-4.27E-02
8780,1.15E+00,1.34E+00,-4.15E-02
8781,1.15E+00,1.34E+00,-4.27E-02
8782,1.15E+00,1.34E+00,-4.27E-02
8783,1.15E+00,1.34E+00,-4.27E-02
8784,1.15E+00,1.34E+00,-4.15E-02
8785,1.15E+00,1.34E+00,-4.27E-02
8786,1.16E+00,1.34E+00,-4.15E-02
8787,1.15E+00,1.34E+00,-4.15E-02
8788,1.16E+00,1.34E+00,-4.27E-02
8789,1.16E+00,1.34E+00,-4.15E-02
8790,1.16E+00,1.34E+00,-4.15E-02
8791,1.16E+00,1.34E+00,-4.27E-02
8792,1.16E+00,1.34E+00,-4.27E-02
8793,1.16E+00,1.34E+00,-4.27E-02
8794,1.16E+00,1.34E+00,-4.27E-02
8795,1.17E+00,1.34E+00,-4.27E-02
8796,1.17E+00,1.34E+00,-4.27E-02
8797,1.17E+00,1.34E+00,-4.27E-02
8798,1.17E+00,1.34E+00,-4.27E-02
8799,1.17E+00,1.34E+00,-4.27E-02
8800,1.17E+00,1.34E+00,-4.27E-02
8801,1.17E+00,1.34E+00,-4.27E-02
8802,1.17E+00,1.34E+00,-4.27E-02
8803,1.17E+00,1.34E+00,-4.27E-02
8804,1.17E+00,1.34E+00,-4.27E-02
8805,1.17E+00,1.34E+00,-4.27E-02
8806,1.18E+00,1.34E+00,-4.27E-02
8807,1.18E+00,1.34E+00,-4.27E-02
8808,1.18E+00,1.34E+00,-4.39E-02
8809,1.18E+00,1.34E+00,-4.39E-02
8810,1.18E+00,1.34E+00,-4.39E-02
8811,1.18E+00,1.34E+00,-4.39E-02
8812,1.18E+00,1.34E+00,-4.52E-02
8813,1.18E+00,1.34E+00,-4.39E-02
8814,1.18E+00,1.34E+00,-4.39E-02
8815,1.18E+00,1.34E+00,-4.39E-02
8816,1.18E+00,1.34E+00,-4.52E-02
8817,1.19E+00,1.34E+00,-4.39E-02
8818,1.19E+00,1.34E+00,-4.39E-02
8819,1.19E+00,1.34E+00,-4.39E-02
8820,1.19E+00,1.34E+00,-4.39E-02
8821,1.19E+00,1.34E+00,-4.39E-02
8822,1.19E+00,1.34E+00,-4.52E-02
8823,1.19E+00,1.34E+00,-4.52E-02
8824,1.19E+00,1.34E+00,-4.52E-02
8825,1.19E+00,1.34E+00,-4.52E-02
8826,1.19E+00,1.34E+00,-4.52E-02
8827,1.19E+00,1.34E+00,-4.52E-02
8828,1.20E+00,1.34E+00,-4.52E-02
8829,1.20E+00,1.34E+00,-4.52E-02
8830,1.20E+00,1.34E+00,-4.52E-02
8831,1.20E+00,1.34E+00,-4.52E-02
8832,1.20E+00,1.34E+00,-4.64E-02
8833,1.20E+00,1.34E+00,-4.52E-02
8834,1.20E+00,1.34E+00,-4.64E-02
8835,1.20E+00,1.34E+00,-4.64E-02
8836,1.20E+00,1.34E+00,-4.76E-02
8837,1.20E+00,1.34E+00,-4.64E-02
8838,1.20E+00,1.34E+00,-4.64E-02
8839,1.21E+00,1.34E+00,-4.76E-02
8840,1.21E+00,1.34E+00,-4.76E-02
8841,1.21E+00,1.34E+00,-4.76E-02
8842,1.21E+00,1.34E+00,-4.76E-02
8843,1.21E+00,1.34E+00,-4.64E-02
8844,1.21E+00,1.34E+00,-4.76E-02
8845,1.21E+00,1.34E+00,-4.88E-02
8846,1.21E+00,1.34E+00,-4.64E-02
8847,1.21E+00,1.34E+00,-4.88E-02
8848,1.21E+00,1.34E+00,-4.76E-02
8849,1.22E+00,1.34E+00,-4.76E-02
8850,1.22E+00,1.34E+00,-4.88E-02
8851,1.22E+00,1.33E+00,-4.88E-02
8852,1.22E+00,1.33E+00,-4.88E-02
