ORF,GFP_R12,rank_GFP,abs,rank_abs
YIL142W,0.136518,662,0.136518,1405
YDL122W,-0.136517,4630,0.136517,1406
YMR216C,0.136453,663,0.136453,1407
YMR019W,0.136353,664,0.136353,1408
YMR278W,0.136241,665,0.136241,1409
YBR269C,-0.136232,4629,0.136232,1410
YMR289W,-0.136215,4628,0.136215,1411
YBR212W,-0.136041,4627,0.136041,1412
YDR331W,0.136022,666,0.136022,1413
YHR098C,0.135914,667,0.135914,1414
YNR017W,-0.135799,4626,0.135799,1415
YNL219C,-0.135797,4625,0.135797,1416
YBR200W,0.135547,668,0.135547,1417
YER033C,-0.135536,4624,0.135536,1418
YDR497C,-0.135487,4623,0.135487,1419
YLR172C,0.135416,669,0.135416,1420
YDL179W,0.135325,670,0.135325,1421
YJL112W,0.135194,671,0.135194,1422
YGR084C,0.13484,672,0.13484,1423
YOR278W,0.134725,673,0.134725,1424
YOR333C,-0.134698,4622,0.134698,1425
YNL155W,0.134626,674,0.134626,1426
YJR079W,-0.134422,4621,0.134422,1427
YML067C,0.134377,675,0.134377,1428
YPL047W,0.134371,676,0.134371,1429
YLR386W,0.134082,677,0.134082,1430
YFL056C,0.133912,678,0.133912,1431
YIL020C,0.133711,679,0.133711,1432
YFL023W,-0.133551,4620,0.133551,1433
YDR022C,0.133178,680,0.133178,1434
YER173W,-0.13314,4619,0.13314,1435
YFL042C,0.132995,681,0.132995,1436
YOR276W,-0.132977,4618,0.132977,1437
YLR095C,0.132915,682,0.132915,1438
YJR048W,-0.132639,4617,0.132639,1439
YER170W,-0.132571,4616,0.132571,1440
YPL002C,-0.132493,4615,0.132493,1441
YFL032W,0.132485,683,0.132485,1442
YOL097C,0.132471,684,0.132471,1443
YHR181W,0.13244,685,0.13244,1444
YLR018C,0.132395,686,0.132395,1445
YFR013W,-0.132332,4614,0.132332,1446
YKR013W,0.132182,687,0.132182,1447
YKL141W,0.132006,688,0.132006,1448
YMR159C,0.131988,689,0.131988,1449
YHR195W,0.131904,690,0.131904,1450
YHR198C,0.13181,691,0.13181,1451
YIL047C,0.131586,692,0.131586,1452
YPL213W,0.131558,693,0.131558,1453
YCR069W,0.13149,694,0.13149,1454
YPL016W,-0.131335,4613,0.131335,1455
YOR134W,-0.131299,4612,0.131299,1456
YDR031W,-0.131266,4611,0.131266,1457
YDR127W,0.131145,695,0.131145,1458
YPL156C,-0.131087,4610,0.131087,1459
YLL056C,0.13088,696,0.13088,1460
YNR051C,0.130636,697,0.130636,1461
YLR210W,0.130576,698,0.130576,1462
YOL164W-A,-0.130541,4609,0.130541,1463
YNL079C,0.130506,699,0.130506,1464
YNL273W,-0.130495,4608,0.130495,1465
YDR469W,-0.130345,4607,0.130345,1466
YDR439W,-0.130141,4606,0.130141,1467
YLR097C,0.130082,700,0.130082,1468
YLR379W,-0.129998,4605,0.129998,1469
YBR153W,0.129796,701,0.129796,1470
YMR138W,0.129669,702,0.129669,1471
YNR015W,0.129657,703,0.129657,1472
YML020W,0.129506,704,0.129506,1473
YAL044C,0.129195,705,0.129195,1474
YER055C,-0.129145,4604,0.129145,1475
YER158C,-0.128948,4603,0.128948,1476
YBR187W,-0.128899,4602,0.128899,1477
YER106W,0.128806,706,0.128806,1478
YAL031C,0.128698,707,0.128698,1479
YER161C,-0.128691,4601,0.128691,1480
YDL183C,0.128549,708,0.128549,1481
YBR072W,0.128541,709,0.128541,1482
YBL062W,-0.128539,4600,0.128539,1483
YLR296W,0.128416,710,0.128416,1484
YFL010C,0.128398,711,0.128398,1485
YKL163W,0.12831,712,0.12831,1486
YGL228W,0.128303,713,0.128303,1487
YBL057C,0.128191,714,0.128191,1488
YMR134W,0.128173,715,0.128173,1489
YKL148C,0.128023,716,0.128023,1490
YDR464W,-0.127903,4599,0.127903,1491
YGR036C,-0.127843,4598,0.127843,1492
YKL188C,0.127795,717,0.127795,1493
YLR314C,0.12742,718,0.12742,1494
YBL023C,-0.127386,4597,0.127386,1495
YML104C,-0.127385,4596,0.127385,1496
YKR023W,0.127309,719,0.127309,1497
YBR121C,-0.127297,4595,0.127297,1498
YBR094W,0.127176,720,0.127176,1499
YDL088C,0.127169,721,0.127169,1500
YPL150W,-0.127166,4594,0.127166,1501
YKR034W,0.127019,722,0.127019,1502
YGL141W,0.126965,723,0.126965,1503
YKR065C,0.126925,724,0.126925,1504
YPL189C-A,-0.126923,4593,0.126923,1505
YLR297W,0.126872,725,0.126872,1506
YIL092W,0.126808,726,0.126808,1507
YDR431W,0.126698,727,0.126698,1508
YKR041W,0.126622,728,0.126622,1509
YDR246W,-0.126569,4592,0.126569,1510
YNL209W,0.126559,729,0.126559,1511
YBR074W,-0.126473,4591,0.126473,1512
YLL035W,0.126323,730,0.126323,1513
YBL037W,0.126273,731,0.126273,1514
YIL146C,-0.126259,4590,0.126259,1515
YGR094W,-0.126154,4589,0.126154,1516
YIL127C,0.126072,732,0.126072,1517
YOR272W,0.126061,733,0.126061,1518
YGR069W,0.126034,734,0.126034,1519
YMR117C,0.125952,735,0.125952,1520
YOR373W,-0.12593,4588,0.12593,1521
YKR057W,0.12587,736,0.12587,1522
YML005W,0.125858,737,0.125858,1523
YIL088C,0.125824,738,0.125824,1524
YBR247C,-0.125791,4587,0.125791,1525
YCL006C,0.125735,739,0.125735,1526
YCR095W-A,0.125656,740,0.125656,1527
YOL054W,-0.125401,4586,0.125401,1528
YDR444W,-0.125288,4585,0.125288,1529
YLL046C,0.125135,741,0.125135,1530
YCR008W,-0.125095,4584,0.125095,1531
YFR032C-A,-0.12501,4583,0.12501,1532
YPL216W,0.124842,742,0.124842,1533
YKR089C,-0.124796,4582,0.124796,1534
YMR166C,-0.124697,4581,0.124697,1535
YKL173W,-0.124671,4580,0.124671,1536
YLR339C,-0.124563,4579,0.124563,1537
YML035C-A,0.124502,743,0.124502,1538
YIL137C,0.124491,744,0.124491,1539
YGL239C,0.124488,745,0.124488,1540
YER088C,-0.124484,4578,0.124484,1541
YDR181C,0.124341,746,0.124341,1542
YML071C,-0.124335,4577,0.124335,1543
YER031C,-0.12423,4576,0.12423,1544
YJL191W,0.124142,747,0.124142,1545
YDL230W,0.124074,748,0.124074,1546
YNL090W,0.124054,749,0.124054,1547
YER049W,-0.124032,4575,0.124032,1548
YHR189W,-0.123993,4574,0.123993,1549
YMR149W,-0.123958,4573,0.123958,1550
YAL037C-A,0.12385,750,0.12385,1551
YDR442W,0.123752,751,0.123752,1552
YFR032C-B,-0.123556,4572,0.123556,1553
YGL148W,-0.123544,4571,0.123544,1554
YGR089W,-0.123214,4570,0.123214,1555
YLR041W,0.12321,752,0.12321,1556
YDR441C,-0.123192,4569,0.123192,1557
YNL020C,0.123073,753,0.123073,1558
YLR397C,-0.123065,4568,0.123065,1559
YDL012C,-0.122955,4567,0.122955,1560
YLR143W,0.12286,754,0.12286,1561
YLL024C,0.122808,755,0.122808,1562
YDR047W,-0.122765,4566,0.122765,1563
YNR016C,-0.122735,4565,0.122735,1564
YJL174W,-0.12271,4564,0.12271,1565
YJL100W,-0.122689,4563,0.122689,1566
YJR021C,0.122631,756,0.122631,1567
YBR044C,0.122513,757,0.122513,1568
YAL062W,-0.122513,4562,0.122513,1569
YNL089C,0.122446,758,0.122446,1570
YAL040C,-0.122394,4561,0.122394,1571
YJR057W,0.122312,759,0.122312,1572
YBR006W,0.12222,760,0.12222,1573
YLR004C,0.122191,761,0.122191,1574
YER064C,0.122063,762,0.122063,1575
YHR042W,0.121794,763,0.121794,1576
YPL228W,-0.121712,4560,0.121712,1577
YOL135C,-0.121711,4559,0.121711,1578
YPL111W,0.121668,764,0.121668,1579
YMR320W,0.121651,765,0.121651,1580
YPL205C,0.121633,766,0.121633,1581
YNL088W,0.121565,767,0.121565,1582
YDR480W,0.121512,768,0.121512,1583
YMR069W,-0.121242,4558,0.121242,1584
YGR226C,-0.121017,4557,0.121017,1585
YHR139C-A,-0.120995,4556,0.120995,1586
YOR228C,0.120951,769,0.120951,1587
YDR192C,-0.120696,4555,0.120696,1588
YKL144C,-0.120575,4554,0.120575,1589
YLR452C,0.120534,770,0.120534,1590
YMR013W-A,0.120519,771,0.120519,1591
YMR238W,-0.120462,4553,0.120462,1592
YHR083W,0.120325,772,0.120325,1593
YLL006W-A,0.120031,773,0.120031,1594
YJL120W,-0.120016,4552,0.120016,1595
YKL212W,-0.119916,4551,0.119916,1596
YAR028W,0.119801,774,0.119801,1597
YOR247W,0.119769,775,0.119769,1598
YML078W,-0.119591,4550,0.119591,1599
YML065W,-0.119587,4549,0.119587,1600
YAL016C-B,0.119572,776,0.119572,1601
YNL193W,0.119572,777,0.119572,1602
YDR239C,0.119485,778,0.119485,1603
YHR109W,-0.119405,4548,0.119405,1604
YLR211C,0.119403,779,0.119403,1605
YOR170W,0.119342,780,0.119342,1606
YKL177W,0.119287,781,0.119287,1607
YGR204W,0.119284,782,0.119284,1608
YOR066W,0.11923,783,0.11923,1609
YNL128W,0.119199,784,0.119199,1610
YPR150W,0.119116,785,0.119116,1611
YLR427W,-0.119113,4547,0.119113,1612
YLR371W,-0.119112,4546,0.119112,1613
YGL061C,-0.119001,4545,0.119001,1614
YLR178C,0.118912,786,0.118912,1615
YPR058W,0.11885,787,0.11885,1616
YPL260W,0.118718,788,0.118718,1617
YDL038C,0.118665,789,0.118665,1618
YGL218W,0.118528,790,0.118528,1619
YJL084C,-0.118507,4544,0.118507,1620
YJL218W,0.118493,791,0.118493,1621
YNL111C,0.118289,792,0.118289,1622
YDL216C,-0.118001,4543,0.118001,1623
YER046W,0.117957,793,0.117957,1624
YKR052C,-0.117886,4542,0.117886,1625
YFR040W,0.117768,794,0.117768,1626
YHR178W,0.117712,795,0.117712,1627
YOL039W,-0.117581,4541,0.117581,1628
YAL015C,-0.117569,4540,0.117569,1629
YKL149C,0.117562,796,0.117562,1630
YDL118W,-0.117492,4539,0.117492,1631
YDR520C,0.117481,797,0.117481,1632
YPL012W,0.11747,798,0.11747,1633
YER007W,0.117447,799,0.117447,1634
YGL197W,0.117363,800,0.117363,1635
YOL154W,-0.117348,4538,0.117348,1636
YBR043C,0.117208,801,0.117208,1637
YER162C,-0.117101,4537,0.117101,1638
YJR010C-A,-0.117082,4536,0.117082,1639
YMR093W,-0.11703,4535,0.11703,1640
YIL124W,0.117008,802,0.117008,1641
YDR388W,-0.117007,4534,0.117007,1642
YGR022C,0.116985,803,0.116985,1643
YOR116C,-0.116982,4533,0.116982,1644
YNL231C,0.11685,804,0.11685,1645
YDL013W,-0.116771,4532,0.116771,1646
YOR075W,0.116753,805,0.116753,1647
YMR174C,-0.116745,4531,0.116745,1648
YKL028W,0.116695,806,0.116695,1649
YDL138W,0.116638,807,0.116638,1650
YGL217C,0.116559,808,0.116559,1651
YBL011W,0.116377,809,0.116377,1652
YER083C,-0.116296,4530,0.116296,1653
YCL037C,0.116278,810,0.116278,1654
YDL226C,-0.116269,4529,0.116269,1655
YKR088C,-0.116207,4528,0.116207,1656
YNR060W,-0.116184,4527,0.116184,1657
YLR132C,-0.116102,4526,0.116102,1658
YJR067C,0.115866,811,0.115866,1659
YMR152W,0.115849,812,0.115849,1660
YGR250C,-0.11579,4525,0.11579,1661
YNR042W,0.115783,813,0.115783,1662
YDR424C,0.115732,814,0.115732,1663
YMR095C,0.115637,815,0.115637,1664
YLR110C,0.11562,816,0.11562,1665
YCL057C-A,-0.115592,4524,0.115592,1666
YDR136C,0.115501,817,0.115501,1667
YDR516C,0.115491,818,0.115491,1668
YGR295C,0.115407,819,0.115407,1669
YNL043C,0.115322,820,0.115322,1670
YBR045C,0.115238,821,0.115238,1671
YFL006W,0.115126,822,0.115126,1672
YIL134C-A,0.11511,823,0.11511,1673
YNL263C,-0.114811,4523,0.114811,1674
YMR213W,-0.114662,4522,0.114662,1675
YCR032W,-0.11461,4521,0.11461,1676
YOL016C,0.114539,824,0.114539,1677
YPL060W,0.114526,825,0.114526,1678
YNL260C,-0.114503,4520,0.114503,1679
YBR209W,0.114485,826,0.114485,1680
YDL124W,-0.114467,4519,0.114467,1681
YGL174W,0.114293,827,0.114293,1682
YKL010C,0.114275,828,0.114275,1683
YNL289W,0.114264,829,0.114264,1684
YBR161W,-0.114181,4518,0.114181,1685
YGR210C,0.114143,830,0.114143,1686
YDL149W,0.114089,831,0.114089,1687
YMR186W,0.113966,832,0.113966,1688
YBR224W,-0.113817,4517,0.113817,1689
YOR370C,0.113742,833,0.113742,1690
YDR313C,0.113612,834,0.113612,1691
YIR005W,0.113605,835,0.113605,1692
YHR134W,-0.113498,4516,0.113498,1693
YBR058C-A,0.113438,836,0.113438,1694
YAR007C,0.113423,837,0.113423,1695
YDL116W,-0.113364,4515,0.113364,1696
YHL020C,-0.113353,4514,0.113353,1697
YOR354C,-0.113341,4513,0.113341,1698
YLR214W,0.113319,838,0.113319,1699
YJL049W,-0.113266,4512,0.113266,1700
YOR237W,0.113264,839,0.113264,1701
YJL129C,0.113262,840,0.113262,1702
YKL185W,0.113094,841,0.113094,1703
YDR502C,0.113051,842,0.113051,1704
YLR125W,0.113046,843,0.113046,1705
YBR075W,0.113036,844,0.113036,1706
YOL066C,-0.112997,4511,0.112997,1707
YJR082C,0.112879,845,0.112879,1708
YMR141C,0.112816,846,0.112816,1709
YGR132C,-0.112759,4510,0.112759,1710
YPR113W,-0.112739,4509,0.112739,1711
YDL169C,0.112729,847,0.112729,1712
YMR189W,0.112709,848,0.112709,1713
YOL042W,0.112656,849,0.112656,1714
YOL137W,-0.112552,4508,0.112552,1715
YMR079W,-0.112389,4507,0.112389,1716
YOL112W,0.112191,850,0.112191,1717
YOL141W,-0.11215,4506,0.11215,1718
YEL032W,-0.112113,4505,0.112113,1719
YDR391C,-0.112068,4504,0.112068,1720
YCR048W,0.112044,851,0.112044,1721
YDR163W,-0.112037,4503,0.112037,1722
YNL089C,0.111869,852,0.111869,1723
YNL061W,0.111831,853,0.111831,1724
YLR407W,-0.1118,4502,0.1118,1725
YJR001W,0.111517,854,0.111517,1726
YKR059W,0.111435,855,0.111435,1727
YJR096W,0.111423,856,0.111423,1728
YLR456W,-0.111205,4501,0.111205,1729
YMR056C,0.111198,857,0.111198,1730
YML006C,-0.11112,4500,0.11112,1731
YBR085W,0.110951,858,0.110951,1732
YKR025W,-0.110887,4499,0.110887,1733
YPL003W,-0.110867,4498,0.110867,1734
YGL250W,-0.110779,4497,0.110779,1735
YLR231C,0.110723,859,0.110723,1736
YML010W-A,-0.110512,4496,0.110512,1737
YBR031W,-0.110451,4495,0.110451,1738
YJR024C,0.110372,860,0.110372,1739
YHL005C,-0.110291,4494,0.110291,1740
YOL162W,0.110247,861,0.110247,1741
YNL021W,-0.110203,4493,0.110203,1742
YMR008C,0.110181,862,0.110181,1743
YDR269C,-0.11009,4492,0.11009,1744
YDR224C,0.110035,863,0.110035,1745
YJR153W,-0.110014,4491,0.110014,1746
YFR012W-A,0.109973,864,0.109973,1747
YJR044C,-0.109969,4490,0.109969,1748
YMR172W,0.109799,865,0.109799,1749
YDL017W,-0.109738,4489,0.109738,1750
YLR357W,-0.109732,4488,0.109732,1751
YJR010W,-0.109705,4487,0.109705,1752
YBL098W,0.109656,866,0.109656,1753
YKL059C,0.109586,867,0.109586,1754
YDR531W,-0.109562,4486,0.109562,1755
YBL088C,-0.109485,4485,0.109485,1756
YPL138C,-0.109384,4484,0.109384,1757
YJR088C,-0.109098,4483,0.109098,1758
YJL094C,0.109068,868,0.109068,1759
YDR149C,-0.109022,4482,0.109022,1760
YER052C,-0.108938,4481,0.108938,1761
YEL066W,0.108932,869,0.108932,1762
YCL054W,-0.108915,4480,0.108915,1763
YKR005C,0.108759,870,0.108759,1764
YPL001W,-0.108738,4479,0.108738,1765
YNL164C,-0.108708,4478,0.108708,1766
YGR212W,-0.108623,4477,0.108623,1767
YNL299W,0.108614,871,0.108614,1768
YDR299W,0.108562,872,0.108562,1769
YDR013W,-0.108526,4476,0.108526,1770
YGR123C,-0.108496,4475,0.108496,1771
YDR303C,0.10848,873,0.10848,1772
YMR174C,-0.108477,4474,0.108477,1773
YIR036C,0.108276,874,0.108276,1774
YNL054W,0.108219,875,0.108219,1775
YMR043W,-0.108127,4473,0.108127,1776
YOR194C,-0.108055,4472,0.108055,1777
YJL155C,0.108025,876,0.108025,1778
YPL151C,-0.107849,4471,0.107849,1779
YOR279C,-0.107848,4470,0.107848,1780
YLR053C,0.107847,877,0.107847,1781
YKL094W,0.107774,878,0.107774,1782
YNR064C,-0.107759,4469,0.107759,1783
YOR304W,-0.107598,4468,0.107598,1784
YFR021W,-0.107559,4467,0.107559,1785
YPR030W,0.107555,879,0.107555,1786
YJL149W,-0.107299,4466,0.107299,1787
YMR104C,0.107215,880,0.107215,1788
YLR354C,0.107148,881,0.107148,1789
YOR325W,0.107119,882,0.107119,1790
YNL182C,-0.107072,4464,0.107072,1791
YLR257W,-0.107072,4465,0.107072,1792
YOR061W,-0.106992,4463,0.106992,1793
YDR162C,-0.106769,4462,0.106769,1794
YPL179W,0.10673,883,0.10673,1795
YMR306W,-0.106673,4461,0.106673,1796
YPL255W,0.10664,884,0.10664,1797
YBR230W-A,0.106488,885,0.106488,1798
YKL126W,0.106404,886,0.106404,1799
YNR040W,-0.106344,4459,0.106344,1800
YBR114W,-0.106344,4460,0.106344,1801
YCL014W,0.106274,887,0.106274,1802
YBL097W,0.106118,888,0.106118,1803
YOR127W,-0.106074,4458,0.106074,1804
YFL019C,-0.10603,4457,0.10603,1805
YPL221W,0.106008,889,0.106008,1806
YDL220C,-0.105973,4456,0.105973,1807
YJL159W,0.10592,890,0.10592,1808
YHL019C,0.105885,891,0.105885,1809
YNL248C,0.105866,892,0.105866,1810
YLR153C,0.105778,893,0.105778,1811
YPL041C,-0.105752,4455,0.105752,1812
YDL178W,0.10562,894,0.10562,1813
YBL091C,0.105558,895,0.105558,1814
YDR208W,0.105532,896,0.105532,1815
YLR298C,-0.10547,4454,0.10547,1816
YNR072W,-0.105467,4453,0.105467,1817
YMR300C,-0.105364,4452,0.105364,1818
YDL227C,-0.105309,4451,0.105309,1819
YNL062C,-0.105292,4450,0.105292,1820
YGL159W,-0.105215,4449,0.105215,1821
YDL204W,0.105128,897,0.105128,1822
YLR443W,-0.105095,4448,0.105095,1823
YOR167C,0.105078,898,0.105078,1824
YOR287C,-0.10504,4447,0.10504,1825
YML075C,0.10501,899,0.10501,1826
YML115C,-0.104879,4446,0.104879,1827
YGR204C-A,0.104866,900,0.104866,1828
YNL075W,0.104838,901,0.104838,1829
YDR257C,-0.104785,4445,0.104785,1830
YOR243C,0.104714,902,0.104714,1831
YOR302W,0.104705,903,0.104705,1832
YGL056C,-0.104694,4444,0.104694,1833
YPR144C,0.104658,904,0.104658,1834
YOL034W,-0.10463,4443,0.10463,1835
YOL138C,-0.104519,4442,0.104519,1836
YLR273C,-0.104344,4441,0.104344,1837
YBR275C,-0.104343,4440,0.104343,1838
YMR100W,-0.104252,4439,0.104252,1839
YPR157W,0.104152,905,0.104152,1840
YNL068C,-0.104023,4438,0.104023,1841
YGR018C,0.103947,906,0.103947,1842
YBL080C,0.103812,907,0.103812,1843
YPL152W,0.103781,908,0.103781,1844
YNR013C,-0.103781,4437,0.103781,1845
YCL047C,-0.103734,4436,0.103734,1846
YIL130W,-0.103643,4435,0.103643,1847
YJL053W,-0.103638,4434,0.103638,1848
YNR053C,-0.10357,4433,0.10357,1849
YCR068W,0.103525,909,0.103525,1850
YLR455W,-0.103486,4432,0.103486,1851
YPR085C,0.103469,910,0.103469,1852
YGR243W,0.103462,911,0.103462,1853
YMR139W,-0.10343,4431,0.10343,1854
YKL029C,0.103427,912,0.103427,1855
YLR364W,0.103305,913,0.103305,1856
YAL067W-A,0.103283,914,0.103283,1857
YDL087C,0.103228,915,0.103228,1858
YLR300W,0.103184,916,0.103184,1859
YJL165C,-0.103176,4430,0.103176,1860
YOR290C,0.103171,917,0.103171,1861
YBR040W,-0.103083,4429,0.103083,1862
YBL008W-A,0.103031,918,0.103031,1863
YLL012W,0.102683,919,0.102683,1864
YOL013C,-0.102632,4428,0.102632,1865
YNL100W,0.102611,920,0.102611,1866
YKR033C,0.102577,921,0.102577,1867
YMR310C,0.102485,922,0.102485,1868
YOR303W,0.102464,923,0.102464,1869
YLR404W,-0.102461,4427,0.102461,1870
YLR086W,0.102442,924,0.102442,1871
YNL101W,0.10237,925,0.10237,1872
YPR169W,0.102357,926,0.102357,1873
YNL011C,-0.102342,4426,0.102342,1874
YAL035W,-0.102311,4425,0.102311,1875
YNL084C,-0.102247,4424,0.102247,1876
YER022W,0.102113,927,0.102113,1877
YJL029C,0.101973,928,0.101973,1878
YCR053W,0.101802,929,0.101802,1879
YCR011C,-0.101767,4423,0.101767,1880
YBR199W,0.101601,930,0.101601,1881
YOR112W,-0.101551,4422,0.101551,1882
YPL196W,0.101542,931,0.101542,1883
YHR197W,-0.101469,4421,0.101469,1884
YLR441C,0.101444,932,0.101444,1885
YPL028W,0.101444,933,0.101444,1886
YOR168W,-0.101294,4420,0.101294,1887
YML025C,-0.10129,4419,0.10129,1888
YPL264C,0.101174,934,0.101174,1889
YBL091C-A,0.101069,935,0.101069,1890
YPL259C,-0.100989,4418,0.100989,1891
YDL192W,-0.100921,4417,0.100921,1892
YLR341W,-0.100833,4416,0.100833,1893
YOL151W,-0.100793,4415,0.100793,1894
YPL032C,0.100615,936,0.100615,1895
YBL063W,-0.100492,4414,0.100492,1896
YAR037W,0.100462,937,0.100462,1897
YIL123W,0.100416,938,0.100416,1898
YER119C,0.10034,939,0.10034,1899
YPR184W,0.100283,940,0.100283,1900
YPL268W,-0.100174,4413,0.100174,1901
YFL001W,-0.100095,4412,0.100095,1902
YOL071W,0.099978,941,0.099978,1903
YDL176W,-0.099938,4411,0.099938,1904
YGR059W,0.099909,942,0.099909,1905
YJL057C,0.099891,943,0.099891,1906
YNL003C,-0.099875,4410,0.099875,1907
YER130C,0.099847,944,0.099847,1908
YCR088W,-0.099776,4409,0.099776,1909
YBR155W,0.099771,945,0.099771,1910
YEL017W,0.099742,946,0.099742,1911
YNR057C,0.099661,947,0.099661,1912
YBR169C,0.099607,948,0.099607,1913
YDR519W,0.09958,949,0.09958,1914
YLR218C,0.09948,950,0.09948,1915
YDL157C,-0.099237,4408,0.099237,1916
YLR349W,-0.099215,4407,0.099215,1917
YMR257C,-0.099188,4406,0.099188,1918
YDR473C,0.099182,951,0.099182,1919
YOR261C,0.099118,952,0.099118,1920
YGR051C,0.09909,953,0.09909,1921
YMR316W,0.099087,954,0.099087,1922
YLR408C,-0.099021,4405,0.099021,1923
YGL035C,0.098562,955,0.098562,1924
YBR069C,-0.098524,4404,0.098524,1925
YDL173W,-0.098469,4403,0.098469,1926
YDR036C,0.098358,956,0.098358,1927
YNL258C,0.098323,957,0.098323,1928
YDL003W,-0.0983,4402,0.0983,1929
YCL030C,-0.098275,4401,0.098275,1930
YGR247W,0.098189,958,0.098189,1931
YIL095W,0.098002,959,0.098002,1932
YPL174C,-0.097962,4400,0.097962,1933
YJL077C,0.097821,960,0.097821,1934
YNR067C,0.097795,961,0.097795,1935
YMR105C,0.097784,962,0.097784,1936
YOL097W-A,-0.097711,4399,0.097711,1937
YDR132C,-0.097617,4398,0.097617,1938
YPL246C,-0.097522,4397,0.097522,1939
YOR324C,0.097519,963,0.097519,1940
YPR171W,0.097413,964,0.097413,1941
YNL179C,-0.097387,4396,0.097387,1942
YJR133W,-0.097318,4395,0.097318,1943
YDL195W,-0.097317,4394,0.097317,1944
YNL142W,-0.097265,4393,0.097265,1945
YLR227C,-0.097176,4392,0.097176,1946
YJL110C,-0.097146,4391,0.097146,1947
YMR122C,0.097051,965,0.097051,1948
YNL162W-A,-0.096963,4390,0.096963,1949
YDR474C,0.09696,966,0.09696,1950
YOR126C,0.096897,967,0.096897,1951
YKL007W,0.096722,968,0.096722,1952
YGL242C,-0.09657,4389,0.09657,1953
YGL019W,-0.096498,4388,0.096498,1954
YBR104W,0.096493,969,0.096493,1955
YNL230C,-0.096475,4387,0.096475,1956
YJR020W,0.096467,970,0.096467,1957
YBR100W,0.096449,971,0.096449,1958
YMR299C,-0.096355,4386,0.096355,1959
YIR043C,-0.096295,4385,0.096295,1960
YMR048W,-0.096255,4384,0.096255,1961
YPR176C,-0.09624,4383,0.09624,1962
YPL123C,0.096192,972,0.096192,1963
YML009c,0.096157,973,0.096157,1964
YMR103C,0.096156,974,0.096156,1965
YPR090W,0.096084,975,0.096084,1966
YMR022W,-0.096075,4382,0.096075,1967
YOR020C,0.096038,976,0.096038,1968
YLR104W,-0.096028,4381,0.096028,1969
YOR296W,-0.095999,4380,0.095999,1970
YNL162W,-0.095997,4379,0.095997,1971
YLL052C,0.095858,977,0.095858,1972
YBL009W,0.095778,978,0.095778,1973
YDR205W,-0.095743,4378,0.095743,1974
YGR187C,0.095645,979,0.095645,1975
YGR108W,-0.09564,4377,0.09564,1976
YML095C,-0.0956,4376,0.0956,1977
YGR206W,-0.095557,4375,0.095557,1978
YKR038C,-0.095484,4374,0.095484,1979
YLR448W,0.095451,980,0.095451,1980
YDL170W,0.09545,981,0.09545,1981
YBL086C,-0.095353,4373,0.095353,1982
YER030W,0.095341,982,0.095341,1983
YDL140C,-0.095296,4372,0.095296,1984
YKR104W,-0.095184,4371,0.095184,1985
YKL222C,0.095167,983,0.095167,1986
YKL115C,-0.095141,4370,0.095141,1987
YLR352W,0.095135,984,0.095135,1988
YLR440C,-0.095087,4369,0.095087,1989
YLL048C,-0.095085,4368,0.095085,1990
YDR020C,0.095078,985,0.095078,1991
YPL266W,0.095018,986,0.095018,1992
YOR342C,0.095015,987,0.095015,1993
YNL108C,0.094961,988,0.094961,1994
YDR089W,0.094896,989,0.094896,1995
YIL002C,-0.094869,4367,0.094869,1996
YJR062C,0.094749,990,0.094749,1997
YBR052C,-0.094717,4366,0.094717,1998
YOL011W,0.094705,991,0.094705,1999
YMR076C,0.094689,992,0.094689,2000
YAL003W,0.094674,993,0.094674,2001
YDR517W,0.094643,994,0.094643,2002
YLR363W-A,-0.094623,4365,0.094623,2003
YDR447C,0.094612,995,0.094612,2004
YMR317W,0.094545,996,0.094545,2005
YGR033C,0.094505,997,0.094505,2006
YKL136W,-0.094285,4364,0.094285,2007
YGR136W,-0.094265,4363,0.094265,2008
YBL030C,0.094127,998,0.094127,2009
YML076C,-0.094114,4362,0.094114,2010
YPR079W,-0.093972,4361,0.093972,2011
YLR350W,0.093909,999,0.093909,2012
YOR048C,0.093888,1000,0.093888,2013
YDR130C,-0.093843,4360,0.093843,2014
YIL072W,-0.093841,4359,0.093841,2015
YJL128C,0.093785,1001,0.093785,2016
YNR019W,0.093745,1002,0.093745,2017
YPR197C,0.093631,1003,0.093631,2018
YGR176W,0.093584,1004,0.093584,2019
YLR233C,-0.093495,4358,0.093495,2020
YLR175W,-0.093483,4357,0.093483,2021
YJR148W,-0.093441,4356,0.093441,2022
YDR360W,0.093416,1005,0.093416,2023
YDR407C,-0.09337,4355,0.09337,2024
YGL139W,0.093353,1006,0.093353,2025
YDR383C,0.093201,1007,0.093201,2026
YER131W,0.093164,1008,0.093164,2027
YKL157W,0.093089,1009,0.093089,2028
YHR001W,0.093068,1010,0.093068,2029
YDR374C,0.093005,1011,0.093005,2030
YDL201W,-0.092863,4354,0.092863,2031
YOR376W,0.092833,1012,0.092833,2032
YNL271C,0.092794,1013,0.092794,2033
YPL094C,-0.09268,4353,0.09268,2034
YDL035C,0.092632,1014,0.092632,2035
YLR011W,0.092601,1015,0.092601,2036
YKR014C,-0.092531,4352,0.092531,2037
YPL024W,0.092499,1016,0.092499,2038
YDL060W,-0.092465,4351,0.092465,2039
YNL027W,-0.092459,4350,0.092459,2040
YJL186W,0.092368,1017,0.092368,2041
