ORF,GFP_R12,rank_GFP,abs,rank_abs
YDR460W,-0.092351,4349,0.092351,2042
YCR025C,-0.092338,4348,0.092338,2043
YGL146C,-0.092324,4347,0.092324,2044
YDR137W,0.092311,1018,0.092311,2045
YLR453C,-0.092307,4346,0.092307,2046
YPR192W,0.092303,1019,0.092303,2047
YLR324W,-0.092286,4345,0.092286,2048
YIL113W,0.092182,1020,0.092182,2049
YDL027C,0.092112,1021,0.092112,2050
YBL094C,0.09208,1022,0.09208,2051
YCR016W,0.091904,1023,0.091904,2052
YMR258C,0.091872,1024,0.091872,2053
YHR127W,0.091762,1025,0.091762,2054
YCL017C,-0.091743,4344,0.091743,2055
YKL205W,0.091683,1026,0.091683,2056
YPR027C,0.091623,1027,0.091623,2057
YDR111C,0.09161,1028,0.09161,2058
YER181C,0.091579,1029,0.091579,2059
YIL038C,0.091555,1030,0.091555,2060
YBR010W,-0.091545,4343,0.091545,2061
YHR108W,-0.091489,4342,0.091489,2062
YIR001C,0.091176,1031,0.091176,2063
YOR357C,-0.09114,4341,0.09114,2064
YGR056W,-0.091075,4340,0.091075,2065
YLL038C,-0.091027,4339,0.091027,2066
YML066C,-0.091026,4338,0.091026,2067
YGR097W,-0.090983,4337,0.090983,2068
YPR059C,0.090933,1032,0.090933,2069
YOR307C,0.090856,1033,0.090856,2070
YOL086W-A,-0.090793,4336,0.090793,2071
YJL148W,-0.090774,4335,0.090774,2072
YNR027W,0.090757,1034,0.090757,2073
YOR231W,0.090708,1035,0.090708,2074
YOL111C,0.090701,1036,0.090701,2075
YBR299W,-0.090656,4334,0.090656,2076
YGL137W,-0.09059,4333,0.09059,2077
YBR184W,-0.090581,4332,0.090581,2078
YER186W-A,0.090566,1037,0.090566,2079
YDR297W,0.090496,1038,0.090496,2080
YGL087C,0.090325,1039,0.090325,2081
YLR054C,0.0903,1040,0.0903,2082
YER116C,-0.090285,4331,0.090285,2083
YOR008C-A,-0.090281,4330,0.090281,2084
YBL065W,-0.090238,4329,0.090238,2085
YLR170C,-0.090213,4328,0.090213,2086
YPR198W,0.090203,1041,0.090203,2087
YJL108C,0.09009,1042,0.09009,2088
YDR219C,-0.089939,4327,0.089939,2089
YOR080W,-0.089811,4326,0.089811,2090
YLR435W,0.089802,1043,0.089802,2091
YLR082C,-0.089795,4325,0.089795,2092
YGR164W,0.089733,1044,0.089733,2093
YDL022W,-0.089703,4324,0.089703,2094
YBR290W,0.089657,1045,0.089657,2095
YFL009W,-0.089639,4323,0.089639,2096
YDR010C,-0.089637,4322,0.089637,2097
YGL175C,-0.089602,4321,0.089602,2098
YPL184C,0.089476,1046,0.089476,2099
YHL036W,-0.089455,4320,0.089455,2100
YFL008W,0.089334,1047,0.089334,2101
YOR234C,0.089328,1048,0.089328,2102
YGR028W,0.08918,1049,0.08918,2103
YMR031W-A,0.089159,1050,0.089159,2104
YLL007C,0.089142,1051,0.089142,2105
YBR087W,0.089117,1052,0.089117,2106
YLR047C,-0.08903,4319,0.08903,2107
YDR145W,0.088999,1053,0.088999,2108
YGL078C,-0.088946,4318,0.088946,2109
YGL263W,-0.088805,4317,0.088805,2110
YNL324W,0.088769,1054,0.088769,2111
YDR035W,0.088706,1055,0.088706,2112
YLR206W,-0.088633,4316,0.088633,2113
YOR152C,0.088572,1056,0.088572,2114
YLR310C,0.088526,1057,0.088526,2115
YDR395W,-0.088523,4315,0.088523,2116
YPL038W,0.088503,1058,0.088503,2117
YJL182C,0.088471,1059,0.088471,2118
YNL176C,0.088342,1060,0.088342,2119
YNR033W,-0.088297,4314,0.088297,2120
YLR241W,-0.088295,4313,0.088295,2121
YER041W,0.088247,1061,0.088247,2122
YER048C,-0.088224,4312,0.088224,2123
YIL026C,-0.08817,4311,0.08817,2124
YMR169C,0.08799,1062,0.08799,2125
YPR112C,-0.087958,4310,0.087958,2126
YFL007W,0.08795,1063,0.08795,2127
YGL080W,0.087895,1064,0.087895,2128
YOR366W,0.087791,1065,0.087791,2129
YLR219W,0.087759,1066,0.087759,2130
YML033W,-0.087723,4309,0.087723,2131
YNL262W,0.087666,1067,0.087666,2132
YHR066W,0.087648,1068,0.087648,2133
YLR331C,0.087505,1069,0.087505,2134
YOR265W,0.087462,1070,0.087462,2135
YFR016C,0.087411,1071,0.087411,2136
YLR292C,0.087276,1072,0.087276,2137
YLR355C,-0.087264,4308,0.087264,2138
YHR146W,0.087254,1073,0.087254,2139
YHR047C,0.087135,1074,0.087135,2140
YNL181W,0.087118,1075,0.087118,2141
YNL085W,-0.08709,4307,0.08709,2142
YJL124C,0.087046,1076,0.087046,2143
YGR267C,0.087016,1077,0.087016,2144
YNL029C,-0.086978,4306,0.086978,2145
YPR011C,0.086917,1078,0.086917,2146
YIL003W,-0.086902,4305,0.086902,2147
YLR377C,0.086886,1079,0.086886,2148
YBR152W,-0.086798,4304,0.086798,2149
YIL100W,0.086719,1080,0.086719,2150
YNL300W,-0.086661,4303,0.086661,2151
YDR228C,-0.086656,4302,0.086656,2152
YMR023C,0.086585,1081,0.086585,2153
YCR027C,-0.086391,4301,0.086391,2154
YAR042W,-0.08634,4300,0.08634,2155
YOL068C,0.086298,1082,0.086298,2156
YDL186W,0.086162,1083,0.086162,2157
YPL062W,-0.086148,4299,0.086148,2158
YJL150W,-0.086124,4298,0.086124,2159
YPR104C,-0.086071,4297,0.086071,2160
YAL010C,0.086058,1084,0.086058,2161
YPR108W-A,-0.086054,4296,0.086054,2162
YML128C,0.086042,1085,0.086042,2163
YBR162W-A,-0.08597,4295,0.08597,2164
YBR099C,0.08592,1086,0.08592,2165
YPL135W,-0.085897,4294,0.085897,2166
YGL083W,-0.085877,4293,0.085877,2167
YOR204W,-0.085853,4292,0.085853,2168
YPL247C,0.085818,1087,0.085818,2169
YNR025C,-0.085797,4291,0.085797,2170
YLR312C-B,0.085778,1088,0.085778,2171
YDL239C,-0.085744,4290,0.085744,2172
YOR029W,-0.085718,4289,0.085718,2173
YDR261C,0.085669,1089,0.085669,2174
YDL148C,-0.085595,4288,0.085595,2175
YDR056C,0.085443,1090,0.085443,2176
YOR024W,0.085422,1091,0.085422,2177
YIL162W,-0.085395,4287,0.085395,2178
YAR035W,0.085363,1092,0.085363,2179
YGL260W,0.085356,1093,0.085356,2180
YPR015C,-0.08531,4286,0.08531,2181
YIR014W,-0.085293,4285,0.085293,2182
YLR289W,0.085262,1094,0.085262,2183
YOL059W,0.085231,1095,0.085231,2184
YBR273C,-0.084993,4284,0.084993,2185
YOR328W,-0.084881,4283,0.084881,2186
YLR188W,0.084743,1096,0.084743,2187
YER084W,-0.08472,4282,0.08472,2188
YLR138W,-0.084603,4281,0.084603,2189
YGL142C,-0.084597,4280,0.084597,2190
YPL165C,-0.084593,4279,0.084593,2191
YLR332W,0.084576,1097,0.084576,2192
YHR106W,-0.08455,4278,0.08455,2193
YPL225W,0.084501,1098,0.084501,2194
YNL066W,-0.084472,4277,0.084472,2195
YLL023C,0.084463,1099,0.084463,2196
YOR367W,0.0844,1100,0.0844,2197
YPL169C,0.084391,1101,0.084391,2198
YPL148C,-0.084379,4276,0.084379,2199
YOL060C,0.08426,1102,0.08426,2200
YGL075C,0.084257,1103,0.084257,2201
YOR175C,-0.084247,4275,0.084247,2202
YJR142W,0.084236,1104,0.084236,2203
YML051W,-0.084221,4274,0.084221,2204
YBR012C,0.08406,1105,0.08406,2205
YOR036W,0.083995,1106,0.083995,2206
YLR115W,0.083982,1107,0.083982,2207
YDL154W,-0.083918,4273,0.083918,2208
YDR403W,-0.08384,4272,0.08384,2209
YLR285C-A,-0.083811,4271,0.083811,2210
YDR258C,-0.083664,4270,0.083664,2211
YKL182W,-0.083528,4269,0.083528,2212
YGL074C,-0.083495,4268,0.083495,2213
YNL112W,-0.083456,4267,0.083456,2214
YIL028W,-0.083394,4266,0.083394,2215
YIL065C,-0.083364,4265,0.083364,2216
YLR040C,-0.083359,4264,0.083359,2217
YCR067C,0.083297,1108,0.083297,2218
YML070W,0.083264,1109,0.083264,2219
YPL113C,0.083248,1110,0.083248,2220
YOL158C,0.083208,1111,0.083208,2221
YBR259W,0.083024,1112,0.083024,2222
YDR095C,0.082957,1113,0.082957,2223
YBR174C,0.082825,1114,0.082825,2224
YJL055W,0.082807,1115,0.082807,2225
YEL049W,0.082779,1116,0.082779,2226
YJL193W,0.082775,1117,0.082775,2227
YMR127C,0.082749,1118,0.082749,2228
YCL024W,0.082731,1119,0.082731,2229
YHR017W,-0.08266,4263,0.08266,2230
YJL076W,0.082619,1120,0.082619,2231
YOR093C,0.082541,1121,0.082541,2232
YKR020W,0.082364,1122,0.082364,2233
YOR332W,0.082329,1123,0.082329,2234
YDL023C,-0.082323,4262,0.082323,2235
YIL058W,0.082321,1124,0.082321,2236
YKR074W,0.082321,1125,0.082321,2237
YEL068C,0.08231,1126,0.08231,2238
YPR062W,-0.08231,4261,0.08231,2239
YNR058W,0.082307,1127,0.082307,2240
YIL119C,0.082283,1128,0.082283,2241
YOR292C,0.082142,1129,0.082142,2242
YDR179C,-0.082141,4260,0.082141,2243
YCL008C,-0.082129,4259,0.082129,2244
YNL082W,-0.082096,4258,0.082096,2245
YIL112W,-0.082032,4257,0.082032,2246
YCR015C,-0.081999,4256,0.081999,2247
YCR093W,-0.081985,4255,0.081985,2248
YER054C,0.081978,1130,0.081978,2249
YLL057C,-0.081849,4254,0.081849,2250
YDR476C,-0.081829,4253,0.081829,2251
YLL051C,-0.081816,4252,0.081816,2252
YNL265C,0.081739,1131,0.081739,2253
YOL007C,0.08173,1132,0.08173,2254
YKR046C,0.081722,1133,0.081722,2255
YPL020C,0.081688,1134,0.081688,2256
YOR266W,0.081612,1135,0.081612,2257
YDR306C,-0.081582,4251,0.081582,2258
YDL123W,-0.08152,4250,0.08152,2259
YNL261W,-0.08151,4249,0.08151,2260
YLR014C,0.081436,1136,0.081436,2261
YBR180W,0.081392,1137,0.081392,2262
YPL244C,0.081386,1138,0.081386,2263
YDR071C,-0.081266,4248,0.081266,2264
YFL047W,0.081175,1139,0.081175,2265
YLR419W,-0.081148,4247,0.081148,2266
YLR112W,0.081118,1140,0.081118,2267
YMR129W,0.081072,1141,0.081072,2268
YKL203C,0.081071,1142,0.081071,2269
YOR034C-A,-0.081053,4246,0.081053,2270
YCL040W,0.080965,1143,0.080965,2271
YPL170W,0.0809,1144,0.0809,2272
YLR335W,0.080744,1145,0.080744,2273
YIL073C,-0.080742,4245,0.080742,2274
YPR110C,-0.080667,4244,0.080667,2275
YDL224C,-0.08066,4243,0.08066,2276
YDL100C,-0.080595,4242,0.080595,2277
YGR263C,0.080593,1146,0.080593,2278
YBR014C,0.080438,1147,0.080438,2279
YLR432W,0.080431,1148,0.080431,2280
YLR196W,-0.080424,4241,0.080424,2281
YDR101C,0.080413,1149,0.080413,2282
YMR270C,-0.080369,4240,0.080369,2283
YDL137W,0.080276,1150,0.080276,2284
YGR152C,-0.080179,4239,0.080179,2285
YOR226C,-0.080152,4238,0.080152,2286
YMR120C,-0.079971,4237,0.079971,2287
YDR270W,-0.079912,4236,0.079912,2288
YNL249C,-0.079864,4235,0.079864,2289
YLR458W,-0.079815,4234,0.079815,2290
YOL095C,0.079752,1151,0.079752,2291
YLR001C,-0.079711,4233,0.079711,2292
YMR128W,0.079705,1152,0.079705,2293
YJL196C,0.079702,1153,0.079702,2294
YPR160W,0.079627,1154,0.079627,2295
YHR185C,-0.079588,4232,0.079588,2296
YOR273C,0.079528,1155,0.079528,2297
YNL035C,0.079512,1156,0.079512,2298
YDL222C,0.079309,1157,0.079309,2299
YMR252C,0.079297,1158,0.079297,2300
YNL282W,-0.079214,4231,0.079214,2301
YDR307W,0.079211,1159,0.079211,2302
YBL085W,-0.079198,4230,0.079198,2303
YLR074C,-0.07908,4229,0.07908,2304
YJR150C,-0.079074,4228,0.079074,2305
YDL085W,-0.079027,4227,0.079027,2306
YIR030C,0.078987,1160,0.078987,2307
YGL115W,0.078966,1161,0.078966,2308
YLR065C,-0.078938,4226,0.078938,2309
YLR460C,-0.078933,4225,0.078933,2310
YPR078C,0.078854,1162,0.078854,2311
YBR027C,0.078817,1163,0.078817,2312
YLR030W,-0.078813,4224,0.078813,2313
YGR258C,0.078785,1164,0.078785,2314
YOR064C,0.078715,1165,0.078715,2315
YIL133C,0.078676,1166,0.078676,2316
YDR438W,-0.078551,4223,0.078551,2317
YIL006W,-0.078514,4222,0.078514,2318
YNL168C,0.078455,1167,0.078455,2319
YLR424W,-0.078443,4221,0.078443,2320
YLR118C,0.07839,1168,0.07839,2321
YLR152C,0.078373,1169,0.078373,2322
YDR091C,-0.078358,4220,0.078358,2323
YKL165C,0.078189,1170,0.078189,2324
YPR012W,-0.078157,4219,0.078157,2325
YML077W,-0.078015,4218,0.078015,2326
YPL207W,0.077993,1171,0.077993,2327
YNL052W,-0.077957,4217,0.077957,2328
YPR196W,0.077866,1172,0.077866,2329
YML058C-A,-0.077842,4216,0.077842,2330
YHR129C,-0.077778,4215,0.077778,2331
YJL160C,0.077748,1173,0.077748,2332
YLL029W,0.077673,1174,0.077673,2333
YDL089W,0.077636,1175,0.077636,2334
YGR031W,0.077594,1176,0.077594,2335
YNL051W,-0.077566,4214,0.077566,2336
YLL054C,0.077507,1177,0.077507,2337
YDR152W,0.077471,1178,0.077471,2338
YJL163C,-0.077453,4213,0.077453,2339
YKL090W,-0.077446,4212,0.077446,2340
YJR026W,-0.077401,4211,0.077401,2341
YDR004W,-0.077397,4210,0.077397,2342
YKR028W,-0.077376,4209,0.077376,2343
YMR041C,0.077334,1179,0.077334,2344
YML102C-A,-0.07728,4208,0.07728,2345
YDL069C,-0.077231,4207,0.077231,2346
YLL017W,-0.077182,4206,0.077182,2347
YHR095W,-0.077125,4205,0.077125,2348
YKL193C,0.077108,1180,0.077108,2349
YGL205W,0.077074,1181,0.077074,2350
YKL096W,0.076961,1182,0.076961,2351
YER092W,-0.076951,4204,0.076951,2352
YOR353C,0.076938,1183,0.076938,2353
YLL009C,0.076864,1184,0.076864,2354
YPL183C,-0.076699,4203,0.076699,2355
YBR135W,0.076669,1185,0.076669,2356
YGR144W,-0.076612,4202,0.076612,2357
YKL030W,0.07657,1186,0.07657,2358
YER015W,0.076513,1187,0.076513,2359
YNL109W,0.076502,1188,0.076502,2360
YDL108W,0.076491,1189,0.076491,2361
YNR024W,0.076426,1190,0.076426,2362
YNL094W,0.076375,1191,0.076375,2363
YDR358W,-0.076365,4201,0.076365,2364
YGR109C,0.07628,1192,0.07628,2365
YNL285W,0.07625,1193,0.07625,2366
YMR271C,0.076174,1194,0.076174,2367
YLR303W,0.076121,1195,0.076121,2368
YIL160C,0.075934,1196,0.075934,2369
YPR180W,-0.075909,4200,0.075909,2370
YPR190C,0.075902,1197,0.075902,2371
YCR073C,0.075895,1198,0.075895,2372
YGR061C,-0.075871,4199,0.075871,2373
YJR037W,0.075746,1199,0.075746,2374
YML093W,-0.075741,4198,0.075741,2375
YMR123W,-0.07574,4197,0.07574,2376
YHR091C,0.075714,1200,0.075714,2377
YKR019C,0.075607,1201,0.075607,2378
YNL183C,-0.075574,4196,0.075574,2379
YLR405W,-0.075497,4195,0.075497,2380
YCL001W-A,-0.075495,4194,0.075495,2381
YGR266W,0.075461,1202,0.075461,2382
YER120W,-0.075451,4193,0.075451,2383
YCR085W,0.07545,1203,0.07545,2384
YAL032C,-0.075365,4192,0.075365,2385
YLR084C,0.075362,1204,0.075362,2386
YLR313C,0.075335,1205,0.075335,2387
YOR384W,0.075276,1206,0.075276,2388
YMR298W,-0.075236,4191,0.075236,2389
YHR004C,-0.075229,4190,0.075229,2390
YKR032W,0.075226,1207,0.075226,2391
YJR110W,-0.075116,4189,0.075116,2392
YHR044C,-0.075114,4188,0.075114,2393
YIL086C,0.075045,1208,0.075045,2394
YOR300W,0.075029,1209,0.075029,2395
YPR022C,-0.074936,4187,0.074936,2396
YPR199C,0.074854,1210,0.074854,2397
YLR171W,-0.074854,4186,0.074854,2398
YLR149C,0.074843,1211,0.074843,2399
YLR390W,0.074842,1212,0.074842,2400
YGL121C,0.074805,1213,0.074805,2401
YLR133W,0.074801,1214,0.074801,2402
YOR277C,-0.074757,4185,0.074757,2403
YPR126C,0.074734,1215,0.074734,2404
YLR124W,-0.074732,4184,0.074732,2405
YGL195W,0.074711,1216,0.074711,2406
YCL014W,0.074634,1217,0.074634,2407
YER132C,-0.074612,4183,0.074612,2408
YOL062C,0.074564,1218,0.074564,2409
YLL005C,0.074558,1219,0.074558,2410
YDL112W,-0.074459,4182,0.074459,2411
YER124C,-0.074446,4181,0.074446,2412
YBR092C,0.074433,1220,0.074433,2413
YEL059C-A,-0.074382,4180,0.074382,2414
YLR049C,0.074323,1221,0.074323,2415
YOR191W,-0.074252,4179,0.074252,2416
YLL020C,0.074229,1222,0.074229,2417
YGL101W,0.074202,1223,0.074202,2418
YLL055W,0.074168,1224,0.074168,2419
YOR207C,0.074155,1225,0.074155,2420
YBR147W,0.074133,1226,0.074133,2421
YOR238W,-0.074105,4178,0.074105,2422
YGL226C-A,-0.074095,4177,0.074095,2423
YLL042C,0.073949,1227,0.073949,2424
YJR103W,0.07394,1228,0.07394,2425
YIL148W,-0.073864,4176,0.073864,2426
YMR119W-A,-0.073847,4175,0.073847,2427
YNR008W,0.073736,1229,0.073736,2428
YDL231C,-0.073723,4174,0.073723,2429
YDL237W,0.073709,1230,0.073709,2430
YDR075W,0.073692,1231,0.073692,2431
YHR140W,-0.073638,4173,0.073638,2432
YHR105W,0.073552,1232,0.073552,2433
YJL012C-A,-0.073535,4172,0.073535,2434
YOR004W,0.073528,1233,0.073528,2435
YMR204C,0.073515,1234,0.073515,2436
YAL013W,0.073496,1235,0.073496,2437
YAR002W,-0.073445,4171,0.073445,2438
YGL188C-A,0.073437,1236,0.073437,2439
YGL184C,0.073367,1237,0.073367,2440
YNL141W,0.073302,1238,0.073302,2441
YKL064W,-0.0733,4170,0.0733,2442
YDL238C,0.073247,1239,0.073247,2443
YLR121C,0.073205,1240,0.073205,2444
YPR200C,0.073114,1241,0.073114,2445
YMR020W,0.073062,1242,0.073062,2446
YDR252W,-0.073053,4169,0.073053,2447
YNR039C,-0.07297,4168,0.07297,2448
YGL007C-A,0.072934,1243,0.072934,2449
YJR147W,-0.072921,4167,0.072921,2450
YJL190C,0.072918,1244,0.072918,2451
YER109C,0.072894,1245,0.072894,2452
YGL192W,0.072879,1246,0.072879,2453
YDR019C,0.072856,1247,0.072856,2454
YPL128C,0.07282,1248,0.07282,2455
YFL055W,0.072781,1249,0.072781,2456
YLR105C,-0.072771,4166,0.072771,2457
YJL060W,-0.072763,4165,0.072763,2458
YBL081W,-0.072759,4164,0.072759,2459
YJR063W,0.072757,1250,0.072757,2460
YMR109W,-0.07275,4163,0.07275,2461
YBR098W,0.072732,1251,0.072732,2462
YML117W,-0.072731,4162,0.072731,2463
YDL162C,-0.072699,4161,0.072699,2464
YCR012W,0.072695,1252,0.072695,2465
YGR168C,-0.072688,4160,0.072688,2466
YLR461W,-0.072667,4159,0.072667,2467
YOR086C,-0.072664,4158,0.072664,2468
YOL047C,0.072629,1253,0.072629,2469
YBR297W,0.072618,1254,0.072618,2470
YKR027W,-0.072563,4157,0.072563,2471
YFR029W,-0.072526,4156,0.072526,2472
YEL052W,0.072479,1255,0.072479,2473
YPL096C-A,-0.072472,4155,0.072472,2474
YER034W,-0.072424,4154,0.072424,2475
YEL028W,-0.072399,4153,0.072399,2476
YKL162C,0.072348,1256,0.072348,2477
YBR248C,-0.072295,4152,0.072295,2478
YMR244W,0.072283,1257,0.072283,2479
YDR179W-A,-0.072244,4151,0.072244,2480
YJR034W,-0.072236,4150,0.072236,2481
YPR147C,0.072193,1258,0.072193,2482
YOR321W,0.072167,1259,0.072167,2483
YJL079C,0.072156,1260,0.072156,2484
YML072C,0.07215,1261,0.07215,2485
YDR379C-A,0.072143,1262,0.072143,2486
YOR249C,0.072105,1263,0.072105,2487
YMR111C,-0.072039,4149,0.072039,2488
YJL129C,-0.07202,4148,0.07202,2489
YJR111C,0.072003,1264,0.072003,2490
YGR169C-A,0.071982,1265,0.071982,2491
YCR059C,0.071958,1266,0.071958,2492
YGR170W,0.071952,1267,0.071952,2493
YBR119W,0.071922,1268,0.071922,2494
YPR091C,-0.071883,4147,0.071883,2495
YHR050W,0.071872,1269,0.071872,2496
YDR009W,0.071854,1270,0.071854,2497
YJL135W,-0.071765,4146,0.071765,2498
YPR161C,-0.071763,4145,0.071763,2499
YCL056C,0.071704,1271,0.071704,2500
YHR149C,-0.071702,4144,0.071702,2501
YDL193W,-0.071632,4143,0.071632,2502
YLR387C,0.071616,1272,0.071616,2503
YDR221W,-0.071352,4142,0.071352,2504
YMR272W-B,-0.071318,4141,0.071318,2505
YDR041W,-0.071316,4140,0.071316,2506
YBR098W,0.071282,1273,0.071282,2507
YLR194C,0.07124,1274,0.07124,2508
YJL017W,-0.071194,4139,0.071194,2509
YOR192C,0.071176,1275,0.071176,2510
YMR219W,-0.071173,4138,0.071173,2511
YPR075C,-0.071095,4137,0.071095,2512
YMR059W,-0.071059,4136,0.071059,2513
YOR217W,-0.071003,4135,0.071003,2514
YIL167W,-0.07095,4134,0.07095,2515
YLR073C,-0.070927,4133,0.070927,2516
YPL229W,0.070877,1276,0.070877,2517
YKL142W,0.07087,1277,0.07087,2518
YKL069W,0.070859,1278,0.070859,2519
YCL026C-B,0.070847,1279,0.070847,2520
YDL036C,0.07083,1280,0.07083,2521
YER077C,0.070829,1281,0.070829,2522
YDR110W,-0.070803,4132,0.070803,2523
YJL172W,0.070787,1282,0.070787,2524
YIL108W,0.070772,1283,0.070772,2525
YJR059W,-0.070743,4131,0.070743,2526
YNL192W,-0.070716,4130,0.070716,2527
YEL011W,0.070681,1284,0.070681,2528
YML099C,0.070587,1285,0.070587,2529
YJL131C,-0.070519,4129,0.070519,2530
YOR301W,-0.070351,4128,0.070351,2531
YJL015C,0.070301,1286,0.070301,2532
YLR092W,0.070257,1287,0.070257,2533
YGL125W,0.07025,1288,0.07025,2534
YKR050W,0.070204,1289,0.070204,2535
YBR293W,0.070191,1290,0.070191,2536
YOR261C,-0.070159,4127,0.070159,2537
YDR271C,-0.070157,4126,0.070157,2538
YJR091C,0.070128,1291,0.070128,2539
YER072W,-0.070056,4125,0.070056,2540
YNL171C,0.069993,1292,0.069993,2541
YHR048W,0.069929,1293,0.069929,2542
YDL114W,0.069919,1294,0.069919,2543
YOR162C,-0.069903,4124,0.069903,2544
YPR117W,-0.069891,4123,0.069891,2545
YBR159W,-0.069882,4122,0.069882,2546
YJR152W,-0.069869,4121,0.069869,2547
YGR151C,-0.069808,4120,0.069808,2548
YFL054C,-0.069793,4119,0.069793,2549
YHR034C,0.069673,1295,0.069673,2550
YMR179W,-0.069634,4118,0.069634,2551
YKR053C,0.069597,1296,0.069597,2552
YKL210W,0.069533,1297,0.069533,2553
YBL029W,0.069531,1298,0.069531,2554
YPL056C,-0.069527,4117,0.069527,2555
YMR148W,0.069425,1299,0.069425,2556
YJR080C,-0.069322,4116,0.069322,2557
YER095W,-0.069286,4115,0.069286,2558
YDR259C,-0.069283,4114,0.069283,2559
YNL117W,-0.069242,4113,0.069242,2560
YMR276W,-0.06922,4112,0.06922,2561
YBR287W,0.069215,1300,0.069215,2562
YPL152W-A,-0.069207,4111,0.069207,2563
YOL119C,-0.06919,4110,0.06919,2564
YDL218W,-0.06918,4109,0.06918,2565
YCL038C,0.06917,1301,0.06917,2566
YKR069W,0.069166,1302,0.069166,2567
YLR035C,0.069121,1303,0.069121,2568
YJL207C,-0.068905,4108,0.068905,2569
YHR022C-A,-0.068882,4107,0.068882,2570
YOL043C,0.068862,1304,0.068862,2571
YGL033W,0.068798,1305,0.068798,2572
YNL014W,-0.068787,4106,0.068787,2573
YCR001W,-0.068771,4105,0.068771,2574
YDR283C,-0.068718,4104,0.068718,2575
YDR116C,-0.068717,4103,0.068717,2576
YHR155W,-0.068715,4102,0.068715,2577
YOL131W,0.068699,1306,0.068699,2578
YNR021W,0.068635,1307,0.068635,2579
YJL065C,-0.068605,4101,0.068605,2580
YLL031C,0.06859,1308,0.06859,2581
YJR022W,-0.06859,4100,0.06859,2582
YBR116C,0.068509,1309,0.068509,2583
YGL006W-A,0.068508,1310,0.068508,2584
YHR028C,0.068477,1311,0.068477,2585
YOR106W,0.068423,1312,0.068423,2586
YHR137W,0.068419,1313,0.068419,2587
YOL115W,0.068389,1314,0.068389,2588
YBR162C,-0.068327,4099,0.068327,2589
YIR003W,-0.068307,4098,0.068307,2590
YHR133C,-0.068296,4097,0.068296,2591
YKR017C,0.06829,1315,0.06829,2592
YHR078W,0.068278,1316,0.068278,2593
YIL054W,-0.068257,4096,0.068257,2594
YOR041C,-0.068242,4095,0.068242,2595
YGL134W,0.068239,1317,0.068239,2596
YGL029W,-0.068226,4094,0.068226,2597
YAR015W,-0.068199,4093,0.068199,2598
YNL063W,-0.068165,4092,0.068165,2599
YHR101C,-0.068136,4091,0.068136,2600
YDR206W,-0.068089,4090,0.068089,2601
YHR090C,0.068083,1318,0.068083,2602
YMR135W-A,-0.068013,4089,0.068013,2603
YNL332W,-0.067949,4088,0.067949,2604
YJR009C,0.067948,1319,0.067948,2605
YDL188C,0.067917,1320,0.067917,2606
YOR267C,-0.067898,4087,0.067898,2607
YKL043W,0.067874,1321,0.067874,2608
YJR098C,0.067859,1322,0.067859,2609
YOR154W,-0.067813,4086,0.067813,2610
YKR106W,0.067811,1323,0.067811,2611
YDR500C,0.067807,1324,0.067807,2612
YER004W,0.067806,1325,0.067806,2613
YDL152W,0.067786,1326,0.067786,2614
YJR135W-A,-0.067771,4085,0.067771,2615
YKL183W,0.067712,1327,0.067712,2616
YKR101W,0.067699,1328,0.067699,2617
YOR213C,0.067658,1329,0.067658,2618
YLR444C,-0.067651,4084,0.067651,2619
